ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate
1529689776.642077850,224,22.668,0.165,1448,1500,536,1448,370,410560166,283719,32053,283717,98.0e6,20.09,1.25,2,189.1e6,126.9e6,93.8e6,35100ms
1529689776.653741053,224,22.633,0.131,1448,1500,536,1448,370,410704966,283819,32065,283817,98.0e6,20.09,1.25,2,189.4e6,126.9e6,95.4e6,35112ms
1529689776.665420585,224,22.636,0.163,1448,1500,536,1448,372,410835286,283914,32075,283912,98.1e6,20.09,1.25,2,190.4e6,127.0e6,95.6e6,35124ms
1529689776.676786013,224,22.651,0.15,1448,1500,536,1448,372,410965606,284014,32085,284012,98.1e6,20.09,1.25,2,190.2e6,127.0e6,95.6e6,35132ms
1529689776.688355005,224,22.633,0.12,1448,1500,536,1448,372,411117646,284104,32097,284102,98.1e6,20.09,1.25,2,190.4e6,127.0e6,95.7e6,35144ms
1529689776.700236392,224,22.645,0.143,1448,1500,536,1448,372,411247966,284204,32108,284202,98.1e6,20.09,1.25,2,190.3e6,127.0e6,95.1e6,35156ms
1529689776.712354772,224,22.668,0.158,1448,1500,536,1448,372,411392766,284304,32119,284302,98.1e6,20.09,1.25,2,190.1e6,127.0e6,95.9e6,35168ms
1529689776.724122044,224,22.857,0.512,1448,1500,536,1448,372,411537566,284404,32130,284402,98.1e6,20.09,1.25,2,188.5e6,127.0e6,93.9e6,35180ms
1529689776.735978692,224,22.69,0.187,1448,1500,536,1448,372,411682366,284494,32141,284492,98.1e6,20.09,1.25,2,189.9e6,127.0e6,95.6e6,35192ms
1529689776.748081495,224,22.635,0.151,1448,1500,536,1448,372,411819926,284599,32152,284597,98.1e6,20.09,1.25,2,190.4e6,127.0e6,92.6e6,35204ms
1529689776.759581606,224,22.632,0.122,1448,1500,536,1448,372,411963278,284699,32163,284697,98.1e6,20.09,1.25,2,190.4e6,127.0e6,95.2e6,35216ms
1529689776.771078791,224,22.669,0.169,1448,1500,536,1448,372,412095046,284789,32173,284787,98.1e6,20.09,1.25,2,190.1e6,127.0e6,95.7e6,35228ms
1529689776.783034144,224,22.792,0.279,1448,1500,536,1448,372,412239846,284889,32184,284887,98.1e6,20.09,1.25,2,189.1e6,127.0e6,96.3e6,35240ms
1529689776.794768942,224,22.676,0.166,1448,1500,536,1448,372,412384646,284989,32195,284987,98.1e6,20.09,1.25,2,190.0e6,127.0e6,93.9e6,35252ms
1529689776.806449840,224,22.643,0.15,1448,1500,536,1448,372,412529446,285079,32206,285077,98.1e6,20.09,1.25,2,190.3e6,127.0e6,95.7e6,35264ms
1529689776.818469642,224,22.633,0.157,1448,1500,536,1448,372,412667006,285184,32217,285182,98.1e6,20.09,1.25,2,190.4e6,127.0e6,93.1e6,35276ms
1529689776.830540989,224,22.652,0.111,1448,1500,536,1448,372,412811806,285284,32229,285282,98.1e6,20.09,1.25,2,190.2e6,127.0e6,95.5e6,35288ms
1529689776.842296255,224,22.684,0.165,1448,1500,536,1448,372,412956606,285374,32240,285372,98.1e6,20.09,1.25,2,190.0e6,127.0e6,96.7e6,35300ms
1529689776.854041044,224,22.687,0.173,1448,1500,536,1448,372,413086926,285474,32250,285472,98.1e6,20.09,1.25,2,189.9e6,127.0e6,95.9e6,35312ms
1529689776.865808896,224,22.658,0.163,1448,1500,536,1448,372,413231726,285574,32261,285572,98.1e6,20.09,1.25,2,190.2e6,127.0e6,93.8e6,35324ms
1529689776.877257783,224,22.657,0.143,1448,1500,536,1448,372,413376526,285664,32272,285662,98.1e6,20.09,1.25,2,190.2e6,127.0e6,95.4e6,35336ms
1529689776.888901502,224,22.653,0.134,1448,1500,536,1448,372,413506846,285759,32282,285757,98.1e6,20.09,1.25,2,190.2e6,127.0e6,95.4e6,35344ms
1529689776.900597495,224,22.648,0.17,1448,1500,536,1448,372,413644406,285859,32294,285857,98.1e6,20.09,1.25,2,190.3e6,127.0e6,93.1e6,35356ms
1529689776.912536549,224,22.697,0.184,1448,1500,536,1448,370,413789206,285959,32305,285957,97.9e6,20.09,1.25,2,188.8e6,126.7e6,95.8e6,35368ms
1529689776.924334057,224,22.688,0.174,1448,1500,536,1448,370,413934006,286059,32317,286057,97.9e6,20.09,1.25,2,188.9e6,126.7e6,95.6e6,35380ms
1529689776.935946976,224,22.686,0.184,1448,1500,536,1448,370,414064326,286149,32327,286147,97.9e6,20.09,1.25,2,188.9e6,126.7e6,95.8e6,35392ms
1529689776.947878821,224,22.655,0.163,1448,1500,536,1448,370,414209126,286249,32338,286247,97.9e6,20.09,1.25,2,189.2e6,126.7e6,93.9e6,35404ms
1529689776.959633422,224,22.656,0.162,1448,1500,536,1448,372,414353926,286344,32350,286342,98.1e6,20.09,1.25,2,190.2e6,127.1e6,95.6e6,35416ms
1529689776.971488533,224,22.65,0.097,1448,1500,536,1448,372,414491486,286444,32362,286442,98.1e6,20.09,1.25,2,190.3e6,127.1e6,93.1e6,35428ms
1529689776.983197423,224,22.634,0.127,1448,1500,536,1448,372,414636286,286544,32373,286542,98.1e6,20.09,1.25,2,190.4e6,127.1e6,95.6e6,35440ms
1529689776.995079856,224,22.687,0.178,1448,1500,536,1448,372,414781086,286634,32384,286632,98.1e6,20.09,1.25,2,189.9e6,127.1e6,95.6e6,35452ms
1529689777.006556733,224,22.68,0.173,1448,1500,536,1448,372,414911406,286734,32394,286732,98.1e6,20.09,1.25,2,190.0e6,127.1e6,95.7e6,35464ms
1529689777.018671800,224,22.639,0.163,1448,1500,536,1448,372,415056206,286834,32406,286832,98.1e6,20.09,1.25,2,190.3e6,127.1e6,93.8e6,35476ms
1529689777.030430742,224,22.667,0.157,1448,1500,536,1448,372,415201006,286929,32418,286927,98.1e6,20.09,1.25,2,190.1e6,127.1e6,95.7e6,35488ms
1529689777.042238740,224,22.66,0.151,1448,1500,536,1448,372,415338566,287029,32429,287027,98.1e6,20.09,1.25,2,190.2e6,127.1e6,93.1e6,35500ms
1529689777.053921903,224,22.65,0.115,1448,1500,536,1448,372,415483366,287129,32440,287127,98.1e6,20.09,1.25,2,190.3e6,127.1e6,95.4e6,35512ms
1529689777.065181111,224,22.646,0.115,1448,1500,536,1448,372,415613686,287219,32450,287217,98.1e6,20.09,1.25,2,190.3e6,127.1e6,95.7e6,35524ms
1529689777.076650817,224,22.672,0.184,1448,1500,536,1448,372,415758486,287309,32461,287307,98.1e6,20.09,1.25,2,190.1e6,127.1e6,95.5e6,35532ms
1529689777.088160769,224,22.67,0.181,1448,1500,536,1448,372,415888806,287409,32472,287407,98.1e6,20.09,1.25,2,190.1e6,127.1e6,95.5e6,35544ms
1529689777.099766333,224,22.666,0.15,1448,1500,536,1448,372,416033606,287499,32484,287497,98.1e6,20.09,1.25,2,190.1e6,127.1e6,94.1e6,35556ms
1529689777.111343308,224,22.654,0.169,1448,1500,536,1448,372,416163926,287599,32494,287597,98.1e6,20.09,1.25,2,190.2e6,127.1e6,93.9e6,35568ms
1529689777.122871386,224,22.648,0.147,1448,1500,536,1448,372,416308726,287694,32505,287692,98.1e6,20.09,1.25,2,190.3e6,127.1e6,95.5e6,35580ms
1529689777.134260082,224,22.64,0.143,1448,1500,536,1448,372,416439046,287794,32515,287792,98.1e6,20.09,1.25,2,190.3e6,127.1e6,95.6e6,35592ms
1529689777.145997465,224,22.635,0.128,1448,1500,536,1448,372,416576606,287884,32527,287882,98.1e6,20.09,1.25,2,190.4e6,127.1e6,93.2e6,35604ms
1529689777.157431525,224,22.645,0.121,1448,1500,536,1448,372,416721406,287984,32538,287982,98.1e6,20.09,1.25,2,190.3e6,127.1e6,95.6e6,35616ms
1529689777.169203922,224,22.686,0.162,1448,1500,536,1448,372,416866206,288074,32549,288072,98.1e6,20.09,1.25,2,190.0e6,127.1e6,95.8e6,35628ms
1529689777.180743773,224,22.703,0.17,1448,1500,536,1448,372,416996526,288174,32559,288172,98.1e6,20.09,1.25,2,189.8e6,127.1e6,95.6e6,35636ms
1529689777.192325924,224,22.689,0.155,1448,1500,536,1448,370,417141326,288264,32570,288262,97.8e6,20.09,1.25,2,188.9e6,126.6e6,93.9e6,35648ms
1529689777.203858549,224,22.685,0.172,1448,1500,536,1448,370,417271646,288364,32581,288362,97.8e6,20.09,1.25,2,188.9e6,126.6e6,94.0e6,35660ms
1529689777.215325708,224,22.641,0.114,1448,1500,536,1448,370,417416446,288454,32593,288452,97.8e6,20.09,1.25,2,189.3e6,126.6e6,95.4e6,35672ms
1529689777.226810804,224,22.659,0.121,1448,1500,536,1448,370,417546766,288549,32603,288547,97.9e6,20.09,1.25,2,189.2e6,126.7e6,95.4e6,35684ms
1529689777.238239900,224,22.631,0.146,1448,1500,536,1448,370,417684326,288649,32614,288647,97.9e6,20.09,1.25,2,189.4e6,126.7e6,93.1e6,35696ms
1529689777.249763290,224,22.64,0.08,1448,1500,536,1448,370,417829126,288749,32625,288747,97.9e6,20.09,1.25,2,189.3e6,126.7e6,95.8e6,35708ms
1529689777.261089233,224,22.713,0.234,1448,1500,536,1448,370,417959446,288839,32635,288837,97.9e6,20.09,1.25,2,188.7e6,126.7e6,95.7e6,35716ms
1529689777.272598347,224,22.664,0.139,1448,1500,536,1448,370,418089766,288929,32645,288927,97.9e6,20.09,1.25,2,189.1e6,126.7e6,95.9e6,35728ms
1529689777.284289938,224,22.708,0.171,1448,1500,536,1448,370,418234566,289029,32656,289027,97.9e6,20.09,1.25,2,188.7e6,126.7e6,95.5e6,35740ms
1529689777.295902006,224,22.663,0.138,1448,1500,536,1448,370,418379366,289119,32667,289117,97.9e6,20.09,1.25,2,189.1e6,126.7e6,93.8e6,35752ms
1529689777.307135828,224,22.721,0.229,1448,1500,536,1448,370,418509686,289219,32677,289217,97.9e6,20.09,1.25,2,188.6e6,126.8e6,93.8e6,35764ms
1529689777.318592686,224,22.686,0.129,1448,1500,536,1448,370,418640006,289309,32687,289307,97.9e6,20.09,1.25,2,188.9e6,126.8e6,93.9e6,35776ms
1529689777.330157322,224,22.657,0.118,1448,1500,536,1448,370,418784806,289404,32698,289402,97.9e6,20.09,1.25,2,189.2e6,126.8e6,95.4e6,35788ms
1529689777.342341304,224,22.63,0.116,1448,1500,536,1448,370,418936846,289504,32711,289502,97.9e6,20.09,1.25,2,189.4e6,126.8e6,95.8e6,35800ms
1529689777.354219685,224,22.626,0.113,1448,1500,536,1448,370,419067166,289604,32721,289602,97.9e6,20.09,1.25,2,189.4e6,126.8e6,95.9e6,35812ms
1529689777.365848434,224,22.668,0.162,1448,1500,536,1448,370,419211966,289704,32732,289702,97.9e6,20.09,1.25,2,189.1e6,126.8e6,95.6e6,35824ms
1529689777.377573269,224,22.643,0.15,1448,1500,536,1448,370,419356766,289794,32743,289792,97.9e6,20.09,1.25,2,189.3e6,126.8e6,93.9e6,35836ms
1529689777.389191302,224,22.705,0.225,1448,1500,536,1448,370,419487086,289894,32754,289892,97.9e6,20.09,1.25,2,188.8e6,126.8e6,93.9e6,35848ms
1529689777.400898417,224,22.63,0.134,1448,1500,536,1448,370,419631886,289984,32766,289982,97.9e6,20.09,1.25,2,189.4e6,126.8e6,95.2e6,35856ms
1529689777.412650019,224,22.621,0.144,1448,1500,536,1448,370,419769446,290089,32777,290087,97.9e6,20.09,1.25,2,189.5e6,126.8e6,93.1e6,35868ms
1529689777.424341353,224,22.645,0.123,1448,1500,536,1448,370,419914246,290189,32788,290187,97.9e6,20.09,1.25,2,189.3e6,126.8e6,95.8e6,35880ms
1529689777.436252404,224,22.636,0.133,1448,1500,536,1448,370,420044566,290279,32798,290277,97.9e6,20.09,1.25,2,189.3e6,126.8e6,95.7e6,35892ms
1529689777.448103351,224,22.733,0.237,1448,1500,536,1448,370,420189366,290379,32810,290377,97.9e6,20.09,1.25,2,188.5e6,126.8e6,95.1e6,35904ms
1529689777.460162633,224,22.661,0.192,1448,1500,536,1448,370,420334166,290479,32821,290477,97.9e6,20.09,1.25,2,189.1e6,126.8e6,93.9e6,35916ms
1529689777.471994342,224,22.685,0.161,1448,1500,536,1448,370,420478966,290574,32833,290572,97.9e6,20.09,1.25,2,188.9e6,126.8e6,95.5e6,35928ms
1529689777.484158635,224,22.658,0.115,1448,1500,536,1448,370,420631006,290674,32845,290672,97.9e6,20.09,1.25,2,189.2e6,126.8e6,95.8e6,35940ms
1529689777.496163899,224,22.649,0.12,1448,1500,536,1448,370,420761326,290774,32855,290772,98.0e6,20.09,1.25,2,189.2e6,126.9e6,95.6e6,35952ms
1529689777.507884689,224,22.671,0.185,1448,1500,536,1448,370,420906126,290874,32866,290872,98.0e6,20.09,1.25,2,189.1e6,126.9e6,95.7e6,35964ms
1529689777.519573026,224,22.655,0.179,1448,1500,536,1448,370,421050926,290964,32877,290962,98.0e6,20.09,1.25,2,189.2e6,126.9e6,93.8e6,35976ms
1529689777.531641233,224,22.822,0.424,1448,1500,536,1448,370,421195726,291064,32888,291062,98.0e6,20.09,1.25,2,187.8e6,126.9e6,95.4e6,35988ms
1529689777.543299473,224,22.672,0.179,1448,1500,536,1448,370,421333286,291169,32899,291167,98.0e6,20.09,1.25,2,189.0e6,126.9e6,93.1e6,36000ms
1529689777.555074134,224,22.65,0.122,1448,1500,536,1448,370,421478086,291269,32910,291267,98.0e6,20.09,1.25,2,189.2e6,126.9e6,95.9e6,36012ms
1529689777.566758939,224,22.702,0.205,1448,1500,536,1448,370,421608406,291359,32920,291357,98.0e6,20.09,1.25,2,188.8e6,126.9e6,95.7e6,36024ms
1529689777.578457055,224,22.686,0.153,1448,1500,536,1448,370,421753206,291459,32932,291457,98.0e6,20.09,1.25,2,188.9e6,126.9e6,95.9e6,36036ms
1529689777.590358528,224,22.643,0.148,1448,1500,536,1448,370,421898006,291549,32944,291547,98.0e6,20.09,1.25,2,189.3e6,126.9e6,93.9e6,36048ms
1529689777.602039002,224,22.67,0.118,1448,1500,536,1448,370,422028326,291649,32955,291647,98.0e6,20.09,1.25,2,189.1e6,126.9e6,93.9e6,36060ms
1529689777.613820229,224,22.65,0.151,1448,1500,536,1448,370,422173126,291744,32966,291742,98.0e6,20.09,1.25,2,189.2e6,126.9e6,95.6e6,36072ms
1529689777.625519206,224,22.648,0.144,1448,1500,536,1448,370,422310686,291844,32977,291842,98.0e6,20.09,1.25,2,189.2e6,126.9e6,93.1e6,36084ms
1529689777.637778515,224,22.625,0.114,1448,1500,536,1448,370,422455486,291944,32989,291942,98.0e6,20.09,1.25,2,189.4e6,126.9e6,95.7e6,36096ms
1529689777.649301892,224,22.687,0.176,1448,1500,536,1448,370,422600286,292044,33001,292042,98.0e6,20.09,1.25,2,188.9e6,126.9e6,95.5e6,36108ms
1529689777.660795708,224,22.684,0.173,1448,1500,536,1448,370,422730606,292134,33011,292132,98.0e6,20.09,1.25,2,188.9e6,126.9e6,95.5e6,36116ms
1529689777.672172672,224,22.674,0.159,1448,1500,536,1448,372,422875406,292224,33022,292222,98.0e6,20.09,1.25,2,190.1e6,126.9e6,93.9e6,36128ms
1529689777.683625883,224,22.667,0.154,1448,1500,536,1448,372,423005726,292324,33032,292322,98.0e6,20.09,1.25,2,190.1e6,126.9e6,93.8e6,36140ms
1529689777.695005240,224,22.644,0.156,1448,1500,536,1448,372,423150526,292414,33043,292412,98.0e6,20.09,1.25,2,190.3e6,126.9e6,95.6e6,36152ms
1529689777.706447888,224,22.699,0.214,1448,1500,536,1448,372,423280846,292509,33054,292507,98.0e6,20.09,1.25,2,189.8e6,126.9e6,95.7e6,36164ms
1529689777.718117800,224,22.649,0.141,1448,1500,536,1448,372,423418406,292609,33065,292607,98.0e6,20.09,1.25,2,190.3e6,126.9e6,93.1e6,36176ms
1529689777.729677773,224,22.655,0.105,1448,1500,536,1448,372,423563206,292709,33076,292707,98.0e6,20.09,1.25,2,190.2e6,126.9e6,95.7e6,36188ms
1529689777.740873683,224,22.651,0.109,1448,1500,536,1448,372,423693526,292799,33086,292797,98.0e6,20.09,1.25,2,190.2e6,126.9e6,95.8e6,36196ms
1529689777.752273521,224,22.665,0.132,1448,1500,536,1448,372,423823846,292889,33097,292887,98.0e6,20.09,1.25,2,190.1e6,126.9e6,95.4e6,36208ms
1529689777.763715267,224,22.688,0.183,1448,1500,536,1448,372,423968646,292989,33108,292987,98.0e6,20.09,1.25,2,189.9e6,126.9e6,95.5e6,36220ms
1529689777.775214260,224,22.677,0.159,1448,1500,536,1448,372,424098966,293079,33120,293077,98.2e6,20.09,1.25,2,190.0e6,127.1e6,98.2e6,36232ms
1529689777.786602165,224,22.664,0.171,1448,1500,536,1448,372,424243766,293169,33131,293167,98.2e6,20.09,1.25,2,190.1e6,127.1e6,93.9e6,36244ms
1529689777.798062691,224,22.655,0.147,1448,1500,536,1448,372,424374086,293269,33141,293267,98.2e6,20.09,1.25,2,190.2e6,127.1e6,93.9e6,36256ms
1529689777.809441408,224,22.646,0.137,1448,1500,536,1448,372,424518886,293359,33152,293357,98.2e6,20.09,1.25,2,190.3e6,127.1e6,95.6e6,36268ms
1529689777.820780036,224,22.652,0.149,1448,1500,536,1448,372,424649206,293454,33162,293452,98.2e6,20.09,1.25,2,190.2e6,127.1e6,95.6e6,36276ms
1529689777.831899597,224,22.648,0.151,1448,1500,536,1448,372,424779526,293544,33173,293542,98.2e6,20.09,1.25,2,190.3e6,127.1e6,95.6e6,36288ms
1529689777.843520320,224,22.617,0.157,1448,1500,536,1448,372,424917086,293644,33184,293642,98.2e6,20.09,1.25,2,190.5e6,127.1e6,93.1e6,36300ms
1529689777.855247282,224,22.711,0.181,1448,1500,536,1448,372,425061886,293744,33195,293742,98.2e6,20.09,1.25,2,189.7e6,127.1e6,95.5e6,36312ms
1529689777.866448719,224,22.666,0.121,1448,1500,536,1448,372,425192206,293834,33206,293832,98.2e6,20.09,1.25,2,190.1e6,127.1e6,95.5e6,36324ms
1529689777.877767982,224,22.672,0.17,1448,1500,536,1448,372,425337006,293924,33217,293922,98.2e6,20.09,1.25,2,190.1e6,127.1e6,95.9e6,36336ms
1529689777.889061549,224,22.712,0.18,1448,1500,536,1448,372,425467326,294024,33228,294022,98.2e6,20.09,1.25,2,189.7e6,127.1e6,95.7e6,36344ms
1529689777.900226305,224,22.686,0.191,1448,1500,536,1448,372,425597646,294114,33238,294112,98.2e6,20.09,1.25,2,190.0e6,127.1e6,95.5e6,36356ms
1529689777.911849101,224,22.676,0.172,1448,1500,536,1448,372,425742446,294204,33249,294202,98.2e6,20.09,1.25,2,190.0e6,127.1e6,93.9e6,36368ms
1529689777.923330451,224,22.666,0.18,1448,1500,536,1448,372,425872766,294304,33259,294302,98.2e6,20.09,1.25,2,190.1e6,127.1e6,93.9e6,36380ms
1529689777.934941434,224,22.645,0.158,1448,1500,536,1448,372,426017566,294394,33271,294392,98.2e6,20.09,1.25,2,190.3e6,127.1e6,95.5e6,36392ms
1529689777.946337709,224,22.851,0.447,1448,1500,536,1448,372,426147886,294489,33281,294487,98.2e6,20.09,1.25,2,188.6e6,127.1e6,95.6e6,36404ms
1529689777.957892573,224,22.679,0.167,1448,1500,536,1448,372,426285446,294589,33293,294587,98.2e6,20.09,1.25,2,190.0e6,127.1e6,93.1e6,36416ms
1529689777.968976096,224,22.638,0.147,1448,1500,536,1448,372,426415766,294679,33304,294677,98.2e6,20.09,1.25,2,190.4e6,127.1e6,93.1e6,36424ms
1529689777.980518890,224,22.646,0.135,1448,1500,536,1448,372,426560566,294779,33315,294777,98.2e6,20.09,1.25,2,190.3e6,127.1e6,96.0e6,36436ms
1529689777.991940472,224,22.654,0.114,1448,1500,536,1448,372,426690886,294869,33325,294867,98.2e6,20.09,1.25,2,190.2e6,127.1e6,95.7e6,36448ms
1529689778.003429824,224,22.684,0.167,1448,1500,536,1448,372,426835686,294959,33336,294957,98.2e6,20.09,1.25,2,190.0e6,127.1e6,95.6e6,36460ms
1529689778.014960342,224,22.73,0.231,1448,1500,536,1448,372,426966006,295059,33346,295057,98.2e6,20.09,1.25,2,189.6e6,127.1e6,95.9e6,36472ms
1529689778.026223338,224,22.681,0.138,1448,1500,536,1448,372,427110806,295149,33357,295147,98.2e6,20.09,1.25,2,190.0e6,127.1e6,93.9e6,36484ms
1529689778.037661320,224,22.669,0.138,1448,1500,536,1448,372,427241126,295249,33367,295247,98.2e6,20.09,1.25,2,190.1e6,127.1e6,93.9e6,36496ms
1529689778.049133033,224,22.669,0.125,1448,1500,536,1448,372,427385926,295339,33378,295337,98.2e6,20.09,1.25,2,190.1e6,127.1e6,95.8e6,36508ms
1529689778.060680948,224,22.666,0.131,1448,1500,536,1448,372,427516246,295434,33388,295432,98.2e6,20.09,1.25,2,190.1e6,127.1e6,95.6e6,36516ms
1529689778.072234463,224,22.625,0.154,1448,1500,536,1448,372,427653806,295534,33399,295532,98.2e6,20.09,1.25,2,190.5e6,127.1e6,93.1e6,36528ms
1529689778.083741095,224,22.629,0.122,1448,1500,536,1448,372,427798606,295634,33411,295632,98.2e6,20.09,1.25,2,190.4e6,127.1e6,95.6e6,36540ms
1529689778.095242876,224,22.633,0.109,1448,1500,536,1448,372,427928926,295724,33422,295722,98.2e6,20.09,1.25,2,190.4e6,127.1e6,95.5e6,36552ms
1529689778.106641656,224,22.688,0.176,1448,1500,536,1448,372,428073726,295814,33433,295812,98.2e6,20.09,1.25,2,189.9e6,127.1e6,95.5e6,36564ms
1529689778.118284945,224,22.662,0.164,1448,1500,536,1448,372,428204046,295914,33443,295912,98.2e6,20.09,1.25,2,190.2e6,127.1e6,95.8e6,36576ms
1529689778.129819110,224,22.773,0.375,1448,1500,536,1448,372,428348846,296004,33454,296002,98.2e6,20.09,1.25,2,189.2e6,127.1e6,93.9e6,36588ms
1529689778.141230750,224,22.685,0.198,1448,1500,536,1448,372,428479166,296104,33464,296102,98.2e6,20.09,1.25,2,190.0e6,127.1e6,93.9e6,36600ms
1529689778.152735402,224,22.661,0.118,1448,1500,536,1448,372,428623966,296194,33475,296192,98.2e6,20.09,1.25,2,190.2e6,127.1e6,95.6e6,36608ms
1529689778.164154755,224,22.657,0.158,1448,1500,536,1448,372,428754286,296289,33485,296287,98.2e6,20.09,1.25,2,190.2e6,127.1e6,95.5e6,36620ms
1529689778.176449598,224,22.638,0.106,1448,1500,536,1448,372,428906326,296399,33497,296397,98.2e6,20.09,1.25,2,190.4e6,127.1e6,95.7e6,36632ms
1529689778.187996788,224,22.653,0.119,1448,1500,536,1448,372,429036646,296489,33508,296487,98.2e6,20.09,1.25,2,190.2e6,127.1e6,95.2e6,36644ms
1529689778.199599886,224,22.662,0.176,1448,1500,536,1448,372,429181446,296579,33519,296577,98.2e6,20.09,1.25,2,190.2e6,127.1e6,95.7e6,36656ms
1529689778.211551312,224,22.665,0.136,1448,1500,536,1448,372,429326246,296679,33530,296677,98.4e6,20.09,1.25,2,190.1e6,127.4e6,93.9e6,36668ms
1529689778.223120832,224,22.662,0.161,1448,1500,536,1448,372,429456566,296779,33540,296777,98.4e6,20.09,1.25,2,190.2e6,127.4e6,93.9e6,36680ms
1529689778.235249546,224,22.647,0.151,1448,1500,536,1448,372,429601366,296874,33551,296872,98.4e6,20.09,1.25,2,190.3e6,127.4e6,95.7e6,36692ms
1529689778.247378392,224,22.628,0.123,1448,1500,536,1448,372,429753406,296984,33563,296982,98.4e6,20.09,1.25,2,190.4e6,127.4e6,95.8e6,36704ms
1529689778.259149345,224,22.631,0.123,1448,1500,536,1448,372,429883726,297074,33573,297072,98.4e6,20.09,1.25,2,190.4e6,127.4e6,95.7e6,36716ms
1529689778.270746960,224,22.669,0.158,1448,1500,536,1448,372,430028526,297174,33586,297172,98.4e6,20.09,1.25,2,190.1e6,127.4e6,95.9e6,36728ms
1529689778.282359170,224,22.678,0.148,1448,1500,536,1448,372,430173326,297264,33597,297262,98.4e6,20.09,1.25,2,190.0e6,127.4e6,93.8e6,36740ms
1529689778.294282910,224,22.755,0.364,1448,1500,536,1448,372,430303646,297364,33607,297362,98.4e6,20.09,1.25,2,189.4e6,127.4e6,93.8e6,36752ms
1529689778.306326916,224,22.647,0.177,1448,1500,536,1448,372,430455686,297469,33619,297467,98.4e6,20.09,1.25,2,190.3e6,127.4e6,93.1e6,36764ms
1529689778.318199362,224,22.754,0.297,1448,1500,536,1448,372,430600486,297569,33630,297567,98.4e6,20.09,1.25,2,189.4e6,127.4e6,96.1e6,36776ms
1529689778.330057985,224,22.715,0.149,1448,1500,536,1448,372,430730806,297659,33640,297657,98.4e6,20.09,1.25,2,189.7e6,127.4e6,95.5e6,36788ms
1529689778.341693472,224,22.695,0.167,1448,1500,536,1448,372,430875606,297759,33651,297757,98.4e6,20.09,1.25,2,189.9e6,127.4e6,95.7e6,36800ms
1529689778.353555886,224,22.658,0.174,1448,1500,536,1448,372,431020406,297859,33663,297857,98.4e6,20.09,1.25,2,190.2e6,127.4e6,93.8e6,36812ms
1529689778.364987632,224,22.657,0.166,1448,1500,536,1448,372,431150726,297949,33673,297947,98.4e6,20.09,1.25,2,190.2e6,127.4e6,93.9e6,36820ms
1529689778.376716302,224,22.657,0.132,1448,1500,536,1448,372,431295526,298044,33684,298042,98.4e6,20.09,1.25,2,190.2e6,127.4e6,95.0e6,36832ms
1529689778.388512465,224,22.658,0.15,1448,1500,536,1448,372,431433086,298144,33697,298142,98.4e6,20.09,1.25,2,190.2e6,127.4e6,93.1e6,36844ms
1529689778.400382103,224,22.645,0.123,1448,1500,536,1448,372,431577886,298244,33708,298242,98.4e6,20.09,1.25,2,190.3e6,127.4e6,96.0e6,36856ms
1529689778.411983355,224,22.689,0.162,1448,1500,536,1448,372,431722686,298334,33719,298332,98.4e6,20.09,1.25,2,189.9e6,127.4e6,95.7e6,36868ms
1529689778.424000337,224,22.689,0.182,1448,1500,536,1448,372,431853006,298434,33729,298432,98.4e6,20.09,1.25,2,189.9e6,127.4e6,95.6e6,36880ms
1529689778.435952141,224,22.694,0.202,1448,1500,536,1448,372,431997806,298534,33740,298532,98.4e6,20.09,1.25,2,189.9e6,127.4e6,93.8e6,36892ms
1529689778.448006874,224,22.644,0.169,1448,1500,536,1448,372,432142606,298639,33751,298637,98.4e6,20.09,1.25,2,190.3e6,127.4e6,95.6e6,36904ms
1529689778.459849882,224,22.624,0.135,1448,1500,536,1448,372,432294646,298739,33763,298737,98.4e6,20.09,1.25,2,190.5e6,127.4e6,95.7e6,36916ms
1529689778.471797583,224,22.626,0.144,1448,1500,536,1448,372,432424966,298829,33773,298827,98.4e6,20.09,1.25,2,190.5e6,127.4e6,95.5e6,36928ms
1529689778.483834697,224,22.683,0.188,1448,1500,536,1448,372,432569766,298929,33784,298927,98.4e6,20.09,1.25,2,190.0e6,127.4e6,95.6e6,36940ms
1529689778.495557931,224,22.678,0.135,1448,1500,536,1448,372,432714566,299029,33795,299027,98.4e6,20.09,1.25,2,190.0e6,127.4e6,93.8e6,36952ms
1529689778.507131695,224,22.655,0.159,1448,1500,536,1448,372,432859366,299119,33807,299117,98.4e6,20.09,1.25,2,190.2e6,127.4e6,95.6e6,36964ms
1529689778.518670737,224,22.644,0.154,1448,1500,536,1448,372,432989686,299214,33817,299212,98.4e6,20.09,1.25,2,190.3e6,127.4e6,95.7e6,36976ms
1529689778.530456227,224,22.635,0.151,1448,1500,536,1448,372,433127246,299314,33828,299312,98.2e6,20.09,1.25,2,190.4e6,127.1e6,93.1e6,36988ms
1529689778.541980949,224,22.643,0.134,1448,1500,536,1448,372,433272046,299414,33839,299412,98.2e6,20.09,1.25,2,190.3e6,127.1e6,95.6e6,37000ms
1529689778.553391715,224,22.638,0.132,1448,1500,536,1448,372,433402366,299504,33849,299502,98.2e6,20.09,1.25,2,190.4e6,127.1e6,95.8e6,37012ms
