ts,in_queue(size), in_queue(number)
1530220420.779058839,924,14
1530220420.791522263,1188,18
1530220420.803945435,1056,16
1530220420.816297161,1122,17
1530220420.828686764,1122,17
1530220420.841113006,1056,16
1530220420.853496230,1056,16
1530220420.866011133,1122,17
1530220420.878502779,1122,17
1530220420.891152010,1056,16
1530220420.903818817,1320,20
1530220420.916223257,1056,16
1530220420.928851407,1056,16
1530220420.941461809,924,14
1530220420.954099537,1122,17
1530220420.966567751,1188,18
1530220420.979158355,1122,17
1530220420.991684962,1188,18
1530220421.004262820,1122,17
1530220421.016679727,1188,18
1530220421.029181976,1122,17
1530220421.041844723,1056,16
1530220421.054299248,1122,17
1530220421.066892510,1122,17
1530220421.079618380,1056,16
1530220421.092072978,1122,17
1530220421.104571319,1056,16
1530220421.117073957,1056,16
1530220421.129563596,1254,19
1530220421.142144333,1122,17
1530220421.154634765,1122,17
1530220421.167323557,1056,16
1530220421.179937691,1056,16
1530220421.192593156,1122,17
1530220421.205076803,1188,18
1530220421.217731584,1122,17
1530220421.230232708,1122,17
1530220421.242750003,1122,17
1530220421.255551271,1056,16
1530220421.268120268,990,15
1530220421.280802812,924,14
1530220421.293398415,1254,19
1530220421.306086738,1056,16
1530220421.318635659,1056,16
1530220421.331444744,1056,16
1530220421.343901084,1188,18
1530220421.356453461,1056,16
1530220421.369291286,1056,16
1530220421.381993943,1122,17
1530220421.394528704,1188,18
1530220421.407170212,1122,17
1530220421.419729132,1122,17
1530220421.432428656,990,15
1530220421.445095520,924,14
1530220421.457713454,1188,18
1530220421.470402329,1188,18
1530220421.483028779,1122,17
1530220421.495662405,1056,16
1530220421.508391653,1122,17
1530220421.520926160,1056,16
1530220421.533433184,1056,16
1530220421.546065337,1056,16
1530220421.558692438,1188,18
1530220421.571471270,1122,17
1530220421.584213770,1056,16
1530220421.596873730,1056,16
1530220421.609568755,858,13
1530220421.622077171,1122,17
1530220421.634624349,1122,17
1530220421.647304585,1122,17
1530220421.660018843,1122,17
1530220421.672769617,1122,17
1530220421.685454552,1188,18
1530220421.698233290,1122,17
1530220421.711014393,1122,17
1530220421.723659829,1188,18
1530220421.736246186,1188,18
1530220421.748982298,1056,16
1530220421.761474677,990,15
1530220421.774132505,924,14
1530220421.786962161,1188,18
1530220421.799602866,1122,17
1530220421.812185818,1056,16
1530220421.824849693,1056,16
1530220421.837348162,1122,17
1530220421.849954449,1122,17
1530220421.862538716,1122,17
1530220421.875262157,1188,18
1530220421.887967504,1056,16
1530220421.900740637,1122,17
1530220421.913538194,1122,17
1530220421.926120109,1056,16
1530220421.938706378,858,13
1530220421.951322030,1056,16
1530220421.963828204,1188,18
1530220421.976403028,1056,16
1530220421.989123963,1122,17
1530220422.001724101,1122,17
1530220422.014521546,1056,16
1530220422.027394044,1122,17
1530220422.039966612,1122,17
1530220422.052548832,1122,17
1530220422.065309292,1122,17
1530220422.077891760,1056,16
1530220422.090464161,1122,17
1530220422.103362551,924,14
1530220422.115898998,1122,17
1530220422.128621534,1254,19
1530220422.141162386,1122,17
1530220422.153962778,1056,16
1530220422.166769634,1056,16
1530220422.179375937,1056,16
1530220422.191954146,1122,17
1530220422.204742537,1056,16
1530220422.217321955,1188,18
1530220422.229990442,1056,16
1530220422.242573239,1122,17
1530220422.255335342,1122,17
1530220422.267797748,1056,16
1530220422.280315266,990,15
1530220422.292935291,1254,19
1530220422.305670870,1188,18
1530220422.318280211,1056,16
1530220422.331037270,1122,17
1530220422.343635100,1056,16
1530220422.356152926,1056,16
1530220422.368795393,1122,17
1530220422.381533827,1056,16
1530220422.394366423,1122,17
1530220422.407269563,1122,17
1530220422.420055454,1188,18
1530220422.432640673,990,15
1530220422.445259961,924,14
1530220422.457899705,1254,19
1530220422.470719453,1122,17
1530220422.483548722,1056,16
1530220422.496092365,1122,17
1530220422.508693551,1122,17
1530220422.521419555,1188,18
1530220422.534203449,1188,18
1530220422.546889329,1122,17
1530220422.559577013,1122,17
1530220422.572129604,1122,17
1530220422.584867556,1056,16
1530220422.597570768,1056,16
1530220422.610367387,924,14
1530220422.622995536,1254,19
1530220422.635607897,1122,17
1530220422.648115920,1122,17
1530220422.660672211,1188,18
1530220422.673251053,1056,16
1530220422.685835509,1056,16
1530220422.698501604,1056,16
1530220422.711123458,1122,17
1530220422.723830370,1056,16
1530220422.736563556,1056,16
1530220422.749367612,1122,17
1530220422.762004779,1056,16
1530220422.774598692,1056,16
1530220422.787231485,1386,21
1530220422.799770851,1122,17
1530220422.812329106,1056,16
1530220422.824836858,1056,16
1530220422.837621373,1056,16
1530220422.850432951,1056,16
1530220422.863172607,1122,17
1530220422.875820913,1188,18
1530220422.888597940,1122,17
1530220422.901328738,1188,18
1530220422.913899128,1056,16
1530220422.926500080,990,15
1530220422.939147388,924,14
1530220422.951920128,1122,17
1530220422.964547641,1188,18
1530220422.977214785,1122,17
1530220422.989861391,1056,16
1530220423.002587618,1188,18
1530220423.015438253,1188,18
1530220423.028149357,1056,16
1530220423.040895575,1188,18
1530220423.053647476,1122,17
1530220423.066391599,1056,16
1530220423.079179752,1188,18
1530220423.091933383,1122,17
1530220423.104619860,858,13
1530220423.117361454,1254,19
1530220423.129925017,1254,19
1530220423.142450622,1188,18
1530220423.155265177,1056,16
1530220423.167953028,1188,18
1530220423.180480405,1122,17
1530220423.192992807,1188,18
1530220423.205543106,1122,17
1530220423.218091329,1320,20
1530220423.230609128,1056,16
1530220423.243308999,1056,16
1530220423.255831285,1056,16
1530220423.268432725,990,15
1530220423.280983846,1122,17
1530220423.293497778,1122,17
1530220423.306017142,1056,16
1530220423.318684930,1056,16
1530220423.331321403,1122,17
1530220423.343962365,1056,16
1530220423.356449443,1122,17
1530220423.368961354,1122,17
1530220423.381627282,1122,17
1530220423.394219171,1122,17
1530220423.406705968,1056,16
1530220423.419267398,1122,17
1530220423.431845468,1056,16
1530220423.444284635,1056,16
1530220423.456785926,1254,19
1530220423.469422492,1188,18
1530220423.481919254,1188,18
1530220423.494490963,1056,16
1530220423.507398728,1188,18
1530220423.520078727,1188,18
1530220423.532602507,1056,16
1530220423.545352020,1122,17
1530220423.557893534,1122,17
1530220423.570480251,1056,16
1530220423.583107168,1122,17
1530220423.595687871,1122,17
1530220423.608355814,858,13
1530220423.620867382,1188,18
1530220423.633566120,1188,18
1530220423.646139856,1122,17
1530220423.658792641,1188,18
1530220423.671568136,1056,16
1530220423.684238724,1122,17
1530220423.696907404,1056,16
1530220423.709493506,1056,16
1530220423.722057211,1122,17
1530220423.734745401,1122,17
1530220423.747466419,1122,17
1530220423.759913577,1056,16
1530220423.772409590,858,13
1530220423.785052078,1122,17
1530220423.797543671,1188,18
1530220423.810039943,1056,16
1530220423.822686312,1188,18
1530220423.835515587,1056,16
1530220423.848049590,1056,16
1530220423.860499205,1056,16
1530220423.873209892,1122,17
1530220423.885894066,1122,17
1530220423.898710369,1122,17
1530220423.911467603,1122,17
1530220423.923966803,1056,16
1530220423.936546653,990,15
1530220423.949076417,1188,18
1530220423.961720550,1188,18
1530220423.974426423,1122,17
1530220423.986957959,1056,16
1530220423.999665969,1122,17
1530220424.012335673,1056,16
1530220424.024946582,1056,16
1530220424.037545733,1122,17
1530220424.050181268,1056,16
1530220424.062755401,1056,16
1530220424.075451913,1122,17
1530220424.088122440,1122,17
1530220424.100550799,924,14
1530220424.113037150,990,15
1530220424.125709590,1254,19
1530220424.138179453,1122,17
1530220424.150774810,1056,16
1530220424.163338546,1056,16
1530220424.175934809,1122,17
1530220424.188472460,1122,17
1530220424.201133055,1122,17
1530220424.213746050,1122,17
1530220424.226246630,1122,17
1530220424.238967681,1056,16
1530220424.251721863,1056,16
1530220424.264560135,924,14
1530220424.277083575,1122,17
1530220424.289619723,1320,20
1530220424.302081565,1122,17
1530220424.314818869,1056,16
1530220424.327473304,1122,17
1530220424.339931748,1122,17
1530220424.352468803,1122,17
1530220424.365014239,1122,17
1530220424.377750255,1056,16
1530220424.390400938,1122,17
1530220424.402906033,1056,16
1530220424.415476676,1122,17
1530220424.427898609,990,15
1530220424.440410521,990,15
1530220424.453015450,1188,18
1530220424.465682383,1122,17
1530220424.478252617,1056,16
1530220424.490823383,1122,17
1530220424.503399244,1188,18
1530220424.515942828,1188,18
1530220424.528451833,1122,17
1530220424.541076400,1122,17
1530220424.553503913,1122,17
1530220424.566093733,1056,16
1530220424.578579180,1188,18
1530220424.591294393,990,15
1530220424.603926747,924,14
1530220424.616392716,1188,18
1530220424.629107103,1122,17
1530220424.641665812,1056,16
1530220424.654364996,1188,18
1530220424.666917588,1056,16
1530220424.679401642,1122,17
1530220424.691781929,1122,17
1530220424.704291533,1254,19
1530220424.716753703,1188,18
1530220424.729299740,1188,18
1530220424.741804435,1056,16
1530220424.754613905,1056,16
1530220424.767270992,858,13
1530220424.779955918,1122,17
1530220424.792381919,1122,17
1530220424.804921656,1122,17
1530220424.817440746,1122,17
1530220424.829936246,1122,17
1530220424.842349109,1056,16
1530220424.855017073,1056,16
1530220424.867765687,1122,17
1530220424.880226197,1122,17
1530220424.892960506,1056,16
1530220424.905684152,1056,16
1530220424.918306701,1188,18
1530220424.931033864,858,13
1530220424.943572169,990,15
1530220424.956009141,1122,17
1530220424.968411377,1056,16
1530220424.980880442,1056,16
1530220424.993448683,1056,16
1530220425.006159552,1122,17
1530220425.018665948,1122,17
1530220425.031508314,1188,18
1530220425.044148106,1188,18
1530220425.056709851,1188,18
1530220425.069196683,1056,16
1530220425.081729012,1056,16
1530220425.094288421,1056,16
1530220425.107031273,1056,16
1530220425.119733769,1188,18
1530220425.132139083,1122,17
1530220425.144663522,1122,17
1530220425.157217992,1122,17
1530220425.169683639,1122,17
1530220425.182377087,1056,16
1530220425.194891886,1188,18
1530220425.207581359,1122,17
1530220425.219967166,1056,16
1530220425.232450824,1056,16
1530220425.244959353,1122,17
1530220425.257607724,990,15
1530220425.270312281,924,14
1530220425.282987131,1254,19
1530220425.295578625,1122,17
1530220425.308126399,1122,17
1530220425.320819309,1056,16
1530220425.333267043,1056,16
1530220425.345805414,1122,17
1530220425.358376299,1122,17
1530220425.370976263,1122,17
1530220425.383542726,1188,18
1530220425.396157660,1056,16
1530220425.408777106,1056,16
1530220425.421353816,1122,17
1530220425.433761083,858,13
1530220425.446480799,1122,17
1530220425.458961363,1122,17
1530220425.471569045,1122,17
1530220425.483965605,1122,17
1530220425.496407740,1122,17
1530220425.509085205,1188,18
1530220425.521672592,1122,17
1530220425.534261851,1122,17
1530220425.546810905,1122,17
1530220425.559411449,1122,17
1530220425.571933563,1122,17
1530220425.584560575,1056,16
1530220425.597036483,990,15
1530220425.609440295,1122,17
1530220425.621857863,1188,18
1530220425.634366335,1122,17
1530220425.646835495,1122,17
1530220425.659514804,1122,17
1530220425.671855446,1056,16
1530220425.684237287,1122,17
1530220425.696742515,1056,16
1530220425.716456232,1056,16
1530220425.729035661,1056,16
1530220425.741526596,1122,17
1530220425.754254238,1056,16
1530220425.767110399,858,13
1530220425.779691769,1188,18
1530220425.792289250,1188,18
1530220425.804765665,1122,17
1530220425.817230936,1122,17
1530220425.829751308,1056,16
1530220425.842346675,1122,17
1530220425.854911356,1056,16
1530220425.867616076,1122,17
1530220425.880204335,1122,17
1530220425.892656192,1188,18
1530220425.905169336,1056,16
1530220425.917559435,990,15
1530220425.929997579,924,14
1530220425.942720632,1188,18
1530220425.955300256,1122,17
1530220425.967713870,1122,17
1530220425.980336937,1122,17
1530220425.992935162,1122,17
1530220426.005429593,1056,16
1530220426.018144018,1056,16
1530220426.030736813,1056,16
1530220426.043523011,1056,16
1530220426.056011930,1056,16
1530220426.068419257,1188,18
1530220426.080754882,1122,17
1530220426.093174203,858,13
1530220426.105606240,1188,18
1530220426.118179426,1320,20
1530220426.130728696,1188,18
1530220426.143348340,1056,16
1530220426.155848879,1056,16
1530220426.168476399,1122,17
1530220426.180892595,1122,17
1530220426.193399360,1122,17
1530220426.205795711,1056,16
1530220426.218219263,1188,18
1530220426.230715956,1122,17
1530220426.243341095,1122,17
1530220426.255972004,990,15
1530220426.268567377,924,14
1530220426.281108035,1254,19
1530220426.293582357,1122,17
1530220426.306134786,1056,16
1530220426.318690652,1122,17
1530220426.331383988,1122,17
1530220426.343813309,1056,16
1530220426.356204917,1122,17
1530220426.368701999,1188,18
1530220426.381301292,1122,17
1530220426.393865016,1122,17
1530220426.406482444,1122,17
1530220426.419003908,1056,16
1530220426.431595187,924,14
1530220426.444034284,1254,19
1530220426.456468517,1188,18
1530220426.468855175,1056,16
1530220426.481260902,1122,17
1530220426.493920637,1122,17
1530220426.506446813,1122,17
1530220426.519055238,1122,17
1530220426.531464890,1056,16
1530220426.543760714,1122,17
1530220426.556248805,1122,17
1530220426.568613975,1122,17
1530220426.581111665,1122,17
1530220426.593673713,924,14
1530220426.606099392,1056,16
1530220426.618696830,1188,18
1530220426.631143691,1122,17
1530220426.643713539,1122,17
1530220426.656074502,1056,16
1530220426.668406033,1122,17
1530220426.680930570,1122,17
1530220426.693426514,1188,18
1530220426.705971556,1056,16
1530220426.718517465,1122,17
1530220426.731105845,1056,16
1530220426.743508760,1122,17
1530220426.755921430,990,15
1530220426.768455357,924,14
1530220426.780861367,1188,18
1530220426.793203416,1122,17
1530220426.805769158,1056,16
1530220426.818141403,1122,17
1530220426.830743595,1056,16
1530220426.843261708,1188,18
1530220426.855790590,1122,17
1530220426.868190316,1122,17
1530220426.880737856,1254,19
1530220426.893229394,1122,17
1530220426.905712523,1056,16
1530220426.918142342,990,15
1530220426.930545872,924,14
1530220426.943150835,1188,18
1530220426.955698181,1254,19
1530220426.968160233,1122,17
1530220426.980562375,1056,16
1530220426.993024067,1254,19
1530220427.005359487,1122,17
1530220427.017847986,1122,17
1530220427.030229351,1122,17
1530220427.042700710,1056,16
1530220427.055396927,1122,17
1530220427.067921259,1122,17
1530220427.080243780,1122,17
1530220427.092539116,990,15
1530220427.105106212,1188,18
1530220427.117560817,1188,18
1530220427.129968160,1122,17
1530220427.142297360,1122,17
1530220427.154712847,1056,16
1530220427.167120139,1188,18
1530220427.179613839,1056,16
1530220427.191883371,1188,18
1530220427.204247474,1122,17
1530220427.216521422,1122,17
1530220427.228892722,1056,16
1530220427.241187796,1056,16
1530220427.253643993,1056,16
1530220427.266052201,924,14
1530220427.278393096,1188,18
1530220427.290804844,1188,18
1530220427.303252378,1188,18
1530220427.315663296,1122,17
1530220427.328075305,1122,17
1530220427.340421360,1056,16
1530220427.352822795,1122,17
1530220427.365212836,1122,17
1530220427.377656070,1188,18
1530220427.390060429,1188,18
1530220427.402610552,1056,16
1530220427.415047418,1056,16
1530220427.427615612,990,15
1530220427.440006915,1188,18
1530220427.452429358,1188,18
1530220427.464838109,1056,16
1530220427.477086063,1056,16
1530220427.489319307,1056,16
1530220427.501564724,1254,19
1530220427.513796890,1188,18
1530220427.526243613,1122,17
1530220427.538592259,1056,16
1530220427.550918032,1188,18
1530220427.563157573,1188,18
1530220427.575627237,1188,18
1530220427.587929681,990,15
1530220427.600210817,990,15
1530220427.612477957,1254,19
1530220427.624772677,1188,18
1530220427.637207782,1122,17
1530220427.649543551,1056,16
1530220427.661928672,1188,18
1530220427.674258278,1122,17
1530220427.686618393,1122,17
1530220427.698945791,1122,17
1530220427.711225919,1056,16
1530220427.723534741,1122,17
1530220427.735927354,1122,17
1530220427.748191190,1056,16
1530220427.760433277,924,14
1530220427.772617242,1188,18
1530220427.784971563,1254,19
1530220427.797352293,1188,18
1530220427.809886856,1122,17
1530220427.822474215,1188,18
1530220427.834889784,1122,17
1530220427.847253126,1254,19
1530220427.859632561,1188,18
1530220427.871843508,1122,17
1530220427.884123966,1122,17
1530220427.896388763,1122,17
1530220427.908786379,1122,17
1530220427.920974168,924,14
1530220427.933496911,1056,16
1530220427.946097428,1254,19
1530220427.958492521,1122,17
1530220427.970837563,1056,16
1530220427.983250404,1056,16
1530220427.995515914,1122,17
1530220428.007881273,1056,16
1530220428.020224049,1122,17
1530220428.032565787,1122,17
1530220428.044803890,1122,17
1530220428.057095754,1254,19
1530220428.069573128,1056,16
1530220428.081803686,1056,16
1530220428.094112111,990,15
1530220428.106573505,1188,18
1530220428.118921088,1056,16
1530220428.131320090,1122,17
1530220428.143748859,1122,17
1530220428.156137695,1122,17
1530220428.168425395,1188,18
1530220428.180784416,1122,17
1530220428.193122629,1188,18
1530220428.205462809,1122,17
1530220428.217909477,1254,19
1530220428.230263727,1e3,14
1530220428.256231170,258,3
1530220428.268479118,688,8
1530220428.280622843,86,1
1530220428.292843752,0,0
1530220428.305234252,1204,14
1530220428.317540188,1346,17
1530220428.329864490,198,3
1530220428.342189068,660,10
1530220428.354770939,1518,23
1530220428.367379571,1518,23
1530220428.379789930,1386,21
1530220428.392080617,1320,20
1530220428.404341209,1518,23
1530220428.416893147,1386,21
1530220428.429398732,1386,21
1530220428.441772394,1386,21
1530220428.454359620,1320,20
1530220428.466900076,1452,22
1530220428.479407269,1584,24
1530220428.491662197,1584,24
1530220428.503992239,1452,22
1530220428.516352395,1386,21
1530220428.528656154,1518,23
1530220428.541044996,1386,21
1530220428.553533399,1254,19
1530220428.565872772,1452,22
1530220428.578138544,1386,21
1530220428.590362506,1320,20
1530220428.602732080,1320,20
1530220428.614981001,1518,23
1530220428.627358891,1584,24
1530220428.639783261,1452,22
1530220428.652063978,1254,19
1530220428.664322501,1386,21
1530220428.676492601,1452,22
1530220428.688886110,1254,19
1530220428.701335507,1320,20
1530220428.713588329,1320,20
1530220428.726117075,1254,19
1530220428.738423295,1056,16
1530220428.750714391,1188,18
1530220428.762987775,1452,22
1530220428.775459582,1518,23
1530220428.787721795,1320,20
1530220428.799960654,1254,19
1530220428.812198600,1452,22
1530220428.824494477,1518,23
1530220428.836781080,1254,19
1530220428.849113724,1386,21
1530220428.861516302,1386,21
1530220428.873716537,1188,18
1530220428.886164650,990,15
1530220428.898418496,1320,20
1530220428.910689041,1452,22
1530220428.923052267,1386,21
1530220428.935371488,1320,20
1530220428.947667542,1320,20
1530220428.960070150,1452,22
1530220428.972345244,1320,20
1530220428.984833192,1320,20
1530220428.997049774,1452,22
1530220429.009374092,1452,22
1530220429.021613275,1320,20
1530220429.033863854,1386,21
1530220429.046141660,1584,24
1530220429.058414857,1716,26
1530220429.070738613,1584,24
1530220429.083227754,1254,19
1530220429.095492779,1518,23
1530220429.107720767,1650,25
1530220429.120027964,1386,21
1530220429.132288244,1452,22
1530220429.144547659,1650,25
1530220429.156905739,1386,21
1530220429.169082223,1056,16
1530220429.181356285,1320,20
1530220429.193668273,1650,25
1530220429.205940092,1650,25
1530220429.218236919,1584,24
1530220429.230554457,1320,20
1530220429.242854305,1650,25
1530220429.255145404,1782,27
1530220429.267590112,1386,21
1530220429.280005113,1518,23
1530220429.292158608,1584,24
1530220429.304375800,1320,20
1530220429.316867252,1188,18
1530220429.329054227,1452,22
1530220429.341376730,1584,24
1530220429.353871326,1584,24
1530220429.366068478,1386,21
1530220429.378395617,1254,19
1530220429.390718525,1584,24
1530220429.403246783,1452,22
1530220429.415555226,1320,20
1530220429.427841034,1518,23
1530220429.440023346,1584,24
1530220429.452227970,1254,19
1530220429.464645323,1254,19
1530220429.476800589,1518,23
1530220429.489054034,1584,24
1530220429.501181291,1584,24
1530220429.513444268,1320,20
1530220429.525633094,1386,21
1530220429.538061990,1650,25
1530220429.550290374,1518,23
1530220429.562659532,1320,20
1530220429.574866173,1452,22
1530220429.587041015,1584,24
1530220429.599245901,1320,20
1530220429.611473773,1254,19
1530220429.623884221,1518,23
1530220429.636027767,1518,23
1530220429.648220719,1518,23
1530220429.660397555,1320,20
1530220429.672603373,1386,21
1530220429.684802902,1584,24
1530220429.696918532,1452,22
1530220429.709337001,1320,20
1530220429.721487557,1518,23
1530220429.733705822,1386,21
1530220429.745931751,1056,16
1530220429.758144827,1254,19
1530220429.770406999,1518,23
1530220429.782646626,1518,23
1530220429.795032279,1386,21
1530220429.807256348,1254,19
1530220429.819409930,1452,22
1530220429.831546940,1518,23
1530220429.843726632,1254,19
1530220429.855801694,1386,21
1530220429.868098969,1518,23
1530220429.880256973,1254,19
1530220429.892548706,990,15
1530220429.904962484,1320,20
1530220429.917215425,1518,23
1530220429.929336798,1584,24
1530220429.941466576,1452,22
1530220429.953572581,1254,19
1530220429.965687546,1452,22
1530220429.977812185,1452,22
1530220429.989927659,1254,19
1530220430.002202012,1386,21
1530220430.014301106,1518,23
1530220430.026532887,1254,19
1530220430.038696075,1122,17
1530220430.050824153,1386,21
1530220430.062924357,1518,23
1530220430.075120671,1518,23
1530220430.087395970,1386,21
1530220430.099649995,1254,19
1530220430.111771769,1518,23
1530220430.123844592,1386,21
1530220430.135951838,1254,19
1530220430.148064611,1386,21
1530220430.160110413,1716,26
1530220430.172317137,1320,20
1530220430.184324320,1056,16
1530220430.196749280,1320,20
1530220430.209096414,1518,23
1530220430.221227100,1518,23
1530220430.233319183,1254,19
1530220430.245433094,1188,18
1530220430.257813724,1452,22
1530220430.270146814,1320,20
1530220430.282428047,1254,19
1530220430.294831092,1452,22
1530220430.306949919,1518,23
1530220430.319115225,1254,19
1530220430.331245174,1188,18
1530220430.343392018,1320,20
1530220430.355686326,1518,23
1530220430.368106187,1452,22
1530220430.380220822,1254,19
1530220430.392316378,1254,19
1530220430.404454365,1452,22
1530220430.416585318,1386,21
1530220430.428699428,1122,17
1530220430.441001040,1386,21
1530220430.453090419,1452,22
1530220430.465239293,1122,17
1530220430.477567337,1122,17
1530220430.489884207,1452,22
1530220430.502035598,1518,23
1530220430.514176921,1518,23
1530220430.526358661,1320,20
1530220430.538641250,1254,19
1530220430.550791064,1452,22
1530220430.563205149,1320,20
1530220430.575445504,1386,21
1530220430.587640982,1452,22
1530220430.599727577,1452,22
1530220430.611919033,1122,17
1530220430.624066020,1188,18
1530220430.636244043,1386,21
1530220430.648337771,1386,21
1530220430.660629054,1320,20
1530220430.672984202,1254,19
1530220430.685169982,1518,23
1530220430.697298741,1518,23
1530220430.721958835,1386,21
1530220430.734096273,1518,23
1530220430.746193903,1452,22
1530220430.758285733,1056,16
1530220430.770421428,1188,18
1530220430.782742482,1452,22
1530220430.794946841,1584,24
1530220430.807191188,1518,23
1530220430.819300630,1386,21
1530220430.831636210,1518,23
1530220430.843694947,1650,25
1530220430.855759763,1320,20
1530220430.867875072,1386,21
1530220430.879990004,1518,23
1530220430.892017847,1386,21
1530220430.904202471,1056,16
1530220430.916493699,1254,19
1530220430.928620438,1452,22
1530220430.940847087,1584,24
1530220430.953191141,1518,23
1530220430.965520217,1320,20
1530220430.977687675,1518,23
1530220430.989846849,1584,24
1530220431.001990397,1386,21
1530220431.014150364,1386,21
1530220431.026304057,1584,24
1530220431.038543270,1320,20
1530220431.050976548,1056,16
1530220431.063369330,1320,20
1530220431.075671564,1452,22
1530220431.087738293,1518,23
1530220431.099810274,1386,21
1530220431.112092709,1386,21
1530220431.124197864,1584,24
1530220431.136375404,1518,23
1530220431.148526115,1386,21
1530220431.160610863,1452,22
1530220431.172734691,1518,23
1530220431.184872224,1122,17
1530220431.196965975,1122,17
1530220431.209231628,1452,22
1530220431.221334085,1584,24
1530220431.233739161,1518,23
1530220431.245977053,1320,20
1530220431.258228770,1386,21
1530220431.270309053,1518,23
1530220431.282433074,1386,21
1530220431.294623661,1320,20
1530220431.306975730,1518,23
1530220431.319303456,1518,23
1530220431.331432881,1188,18
1530220431.343587552,1254,19
1530220431.355692482,1650,25
1530220431.367783089,1584,24
1530220431.379857650,1518,23
1530220431.392188853,1254,19
1530220431.404574205,1320,20
1530220431.416682334,1584,24
1530220431.428838539,1386,21
1530220431.440987349,1254,19
1530220431.453371980,1584,24
1530220431.465469202,1386,21
1530220431.477835377,990,15
1530220431.489954715,1386,21
1530220431.502336122,1584,24
1530220431.514496197,1518,23
1530220431.526678966,1320,20
1530220431.538793609,1188,18
1530220431.550886551,1386,21
1530220431.563003994,1518,23
1530220431.575166359,1320,20
1530220431.587423459,1320,20
1530220431.599536222,1518,23
1530220431.611635995,1386,21
1530220431.623687243,1056,16
1530220431.635753693,1320,20
1530220431.647888621,1518,23
1530220431.660059247,1584,24
1530220431.672326780,1452,22
1530220431.684609925,1254,19
1530220431.696750390,1518,23
1530220431.709098719,1518,23
1530220431.721477931,1188,18
1530220431.733572664,1320,20
1530220431.745775495,1518,23
1530220431.758166015,1386,21
1530220431.770288846,1122,17
1530220431.782577079,1386,21
1530220431.794841428,1650,25
1530220431.806955742,1518,23
1530220431.819192975,1386,21
1530220431.831307872,1254,19
1530220431.843429061,1518,23
1530220431.855494762,1386,21
1530220431.867644505,1188,18
1530220431.879927471,1386,21
1530220431.892265399,1452,22
1530220431.904397516,1254,19
1530220431.916696652,1254,19
1530220431.928805794,1584,24
1530220431.940921481,1584,24
1530220431.953050751,1584,24
1530220431.965268604,1188,18
1530220431.977620372,1254,19
1530220431.989883281,1452,22
1530220432.002091552,1386,21
1530220432.014193227,1188,18
1530220432.026403948,1320,20
1530220432.038640468,1386,21
1530220432.050802059,1188,18
1530220432.063063647,1188,18
1530220432.075460990,1452,22
1530220432.087870212,1452,22
1530220432.099969867,1518,23
1530220432.112122290,1188,18
1530220432.124165788,1320,20
1530220432.136228935,1452,22
1530220432.148437008,1254,19
1530220432.160686223,1254,19
1530220432.172890551,1386,21
1530220432.185264173,1386,21
1530220432.197483130,1188,18
1530220432.209589341,1254,19
1530220432.221898078,1452,22
1530220432.234056001,1452,22
1530220432.246164641,1386,21
1530220432.258306665,1254,19
1530220432.270453088,1386,21
1530220432.282751438,1386,21
1530220432.294846992,1254,19
1530220432.306929376,1254,19
1530220432.319057513,1452,22
1530220432.331253308,1320,20
1530220432.343471789,1122,17
1530220432.355572923,1320,20
1530220432.367732965,1584,24
1530220432.379794673,1584,24
1530220432.391912131,1518,23
1530220432.404046619,1386,21
1530220432.416213775,1584,24
1530220432.428406152,1584,24
1530220432.440651464,1386,21
1530220432.452803090,1584,24
1530220432.464960579,1650,25
1530220432.477059580,1320,20
1530220432.489184835,1122,17
1530220432.501419117,1320,20
1530220432.513657005,1452,22
1530220432.525981278,1584,24
1530220432.538155850,1518,23
1530220432.550306530,1320,20
1530220432.562609267,1518,23
1530220432.575061846,1518,23
1530220432.587230154,1320,20
1530220432.599392718,1386,21
1530220432.611724752,1584,24
1530220432.623822827,1254,19
1530220432.635954068,1056,16
1530220432.648090229,1320,20
1530220432.660184545,1518,23
1530220432.672304450,1584,24
1530220432.684431575,1386,21
1530220432.696660008,1320,20
1530220432.708843239,1650,25
1530220432.721098276,1650,25
1530220432.733227413,1452,22
1530220432.745339588,1452,22
1530220432.757584707,1518,23
1530220432.769691069,1254,19
1530220432.782084029,1056,16
1530220432.794215636,1320,20
1530220432.806349285,1518,23
1530220432.818776897,1584,24
1530220432.830913352,1386,21
1530220432.843036420,1320,20
1530220432.855164168,1452,22
1530220432.867549075,1386,21
1530220432.879897551,1320,20
1530220432.891968892,1452,22
1530220432.904132137,1518,23
1530220432.916241863,1320,20
1530220432.928344169,1122,17
1530220432.940667547,1320,20
1530220432.952830423,1518,23
1530220432.964964511,1518,23
1530220432.977249150,1320,20
1530220432.989599501,1320,20
1530220433.001691782,1650,25
1530220433.013792109,1518,23
1530220433.025955337,1386,21
1530220433.038121749,1518,23
1530220433.050247464,1518,23
1530220433.062371680,1320,20
1530220433.074522217,1056,16
1530220433.086811947,1320,20
1530220433.099005224,1452,22
1530220433.111200915,1518,23
1530220433.123554748,1320,20
1530220433.135684996,1518,23
1530220433.147881864,1584,24
1530220433.160112789,1518,23
1530220433.172236830,1320,20
1530220433.184388741,1518,23
1530220433.196639211,1452,22
1530220433.208800785,1122,17
1530220433.221041704,1056,16
1530220433.233270984,1452,22
1530220433.245379901,1452,22
1530220433.257514370,1452,22
