ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in, data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate
1529354950.719326915,204,0.177,0.014,1448,1500,536,1448,176,39803125046,27488487,794991,27488485,10463.0e6,0.022,0.75,2,11518.6e6,8129.0e6,10463.0e6
1529354950.749305765,204,0.216,0.075,1448,1500,536,1448,176,39833049414,27509142,795503,27509140,10432.8e6,0.022,1,2,9438.8e6,10807.5e6,7341.0e6
1529354950.779708243,204,0.186,0.032,1448,1500,536,1448,174,39862513318,27529482,796023,27529480,10228.4e6,0.022,1,2,10836.6e6,10595.7e6,7408.4e6
1529354950.807042672,204,0.196,0.031,1448,1500,536,1448,174,39886710846,27546177,796437,27546175,10120.8e6,0.022,1.25,2,10283.8e6,13105.3e6,9815.5e6
1529354950.838509938,204,0.185,0.018,1448,1500,536,1448,176,39914301038,27565257,796917,27565255,10317.0e6,0.022,0.75,2,11020.5e6,8015.6e6,9079.4e6
1529354950.867005907,204,0.198,0.017,1448,1500,536,1448,176,39942358934,27584607,797412,27584605,10522.1e6,0.022,1,2,10296.9e6,10900.0e6,10011.9e6
1529354950.897702658,204,0.182,0.034,1448,1500,536,1448,176,39969998358,27603732,797899,27603730,10399.3e6,0.022,0.75,2,11202.1e6,8079.5e6,8844.9e6
1529354950.926360939,204,0.244,0.108,1448,1500,536,1448,180,39996842830,27622272,798366,27622270,11489.0e6,0.022,1,2,8545.6e6,11901.6e6,4832.0e6
1529354950.955836000,204,0.193,0.011,1448,1500,536,1448,174,40026702038,27642927,798885,27642925,10250.6e6,0.022,1.25,2,10443.6e6,10618.7e6,9101.7e6
1529354950.988498152,204,0.188,0.032,1448,1500,536,1448,176,40055483934,27662727,799381,27662725,10483.8e6,0.022,1.25,2,10844.6e6,13575.4e6,9885.0e6
1529354951.017056567,204,0.201,0.028,1448,1500,536,1448,174,40084032702,27682482,799884,27682480,10189.1e6,0.022,1,2,10027.9e6,10555.0e6,8642.0e6
1529354951.046577610,204,0.265,0.1,1448,1500,536,1448,174,40110636806,27700797,800351,27700795,9953.2e6,0.022,1,2,7606.1e6,10310.7e6,3024.4e6
1529354951.078737129,204,0.229,0.09,1448,1500,536,1448,178,40141991798,27722532,800897,27722530,10884.3e6,0.022,1.25,2,9004.2e6,14094.0e6,3976.1e6
1529354951.107556200,204,0.295,0.162,1448,1500,536,1448,176,40168855094,27741072,801363,27741070,10331.7e6,0.022,1,2,6911.1e6,10702.7e6,3557.3e6
1529354951.139548114,204,0.187,0.04,1448,1500,536,1448,176,40197492190,27760827,801863,27760825,10518.8e6,0.022,0.75,2,10902.6e6,8172.4e6,8061.4e6
1529354951.173486075,204,0.196,0.033,1448,1500,536,1448,178,40229390182,27782877,802420,27782875,11309.8e6,0.022,1,2,10520.2e6,11716.0e6,8906.3e6
1529354951.202311431,204,0.194,0.013,1448,1500,536,1448,178,40256870326,27801867,802899,27801865,10871.1e6,0.022,1,2,10628.6e6,11261.5e6,6687.7e6
1529354951.235588416,204,0.173,0.031,1448,1500,536,1448,178,40287983502,27823332,803437,27823330,10999.9e6,0.022,1,2,11918.8e6,11395.0e6,9065.7e6
1529354951.270588988,204,0.45,0.414,1448,1500,536,1448,174,40317928142,27843987,803960,27843985,10254.7e6,0.022,1,2,4479.1e6,13278.7e6,6085.6e6
1529354951.304321517,204,0.257,0.101,1448,1500,536,1448,178,40349691470,27865947,804517,27865945,10842.6e6,0.022,1.25,2,8023.2e6,14040.0e6,4959.5e6
1529354951.333373359,204,0.174,0.033,1448,1500,536,1448,172,40379488414,27886512,805036,27886510,9477.8e6,0.022,0.75,2,11450.9e6,7363.6e6,7278.4e6
1529354951.362846311,204,0.167,0.017,1448,1500,536,1448,178,40407175622,27905682,805522,27905680,10805.2e6,0.022,0.75,2,12347.0e6,8395.0e6,8313.2e6
1529354951.394191318,204,0.198,0.016,1448,1500,536,1448,176,40435633166,27925302,806019,27925300,10460.7e6,0.022,1,2,10296.9e6,10836.4e6,7948.9e6
1529354951.426114972,204,0.219,0.07,1448,1500,536,1448,172,40465726950,27946047,806546,27946045,9653.3e6,0.022,1.25,2,9097.9e6,10000.0e6,4436.4e6
1529354951.458853356,204,0.189,0.022,1448,1500,536,1448,176,40494652198,27966027,807046,27966025,10736.4e6,0.022,1.25,2,10787.2e6,13416.7e6,7581.2e6
1529354951.486288462,204,0.249,0.101,1448,1500,536,1448,180,40522746294,27985467,807536,27985465,11414.9e6,0.022,1,2,8374.0e6,11824.8e6,3829.8e6
1529354951.515715423,204,0.188,0.07,1448,1500,536,1448,176,40551128542,28005087,808037,28005085,10504.1e6,0.022,1.25,2,10844.6e6,13601.7e6,7554.8e6
1529354951.546189612,204,0.206,0.037,1448,1500,536,1448,178,40579014126,28024347,808520,28024345,11075.9e6,0.022,1,2,10009.5e6,11473.7e6,7682.0e6
1529354951.577061291,204,0.189,0.03,1448,1500,536,1448,176,40606414630,28043247,809002,28043245,10539.5e6,0.022,1,2,10787.2e6,10918.0e6,9345.5e6
1529354951.606069761,204,0.18,0.012,1448,1500,536,1448,178,40633990342,28062282,809483,28062280,10974.3e6,0.022,1,2,11455.3e6,11368.4e6,8431.0e6
1529354951.637664781,204,0.18,0.018,1448,1500,536,1448,178,40661581982,28081362,809976,28081360,11036.7e6,0.022,1.25,2,11455.3e6,14291.3e6,7529.6e6
1529354951.670033737,204,0.27,0.134,1448,1500,536,1448,182,40692079758,28102422,810512,28102420,12001.4e6,0.022,1.25,2,7808.5e6,12432.4e6,9241.2e6
1529354951.701853757,204,0.166,0.026,1448,1500,536,1448,176,40722725230,28123572,811038,28123570,10500.6e6,0.022,1.25,2,12281.8e6,13597.1e6,7339.5e6
1529354951.734352936,204,0.265,0.137,1448,1500,536,1448,176,40749708710,28142202,811509,28142200,10506.4e6,0.022,1.25,2,7693.5e6,13604.7e6,4344.0e6
1529354951.763549359,204,0.325,0.135,1448,1500,536,1448,180,40778930798,28162317,812010,28162315,11584.0e6,0.022,1,2,6415.8e6,15000.0e6,4906.2e6
1529354951.794747161,204,0.176,0.021,1448,1500,536,1448,174,40806859822,28181622,812504,28181620,9929.1e6,0.022,1,2,11452.4e6,10285.7e6,7316.2e6
1529354951.823333582,204,0.213,0.066,1448,1500,536,1448,170,40835834302,28201692,813007,28201690,8910.8e6,0.022,1.25,2,9245.4e6,11538.5e6,4683.8e6
1529354951.850669465,204,0.225,0.073,1448,1500,536,1448,174,40861931606,28219692,813467,28219690,10055.6e6,0.022,0.75,2,8958.3e6,13020.8e6,4719.4e6
1529354951.880985007,204,0.212,0.082,1448,1500,536,1448,172,40889656462,28238817,813952,28238815,9539.8e6,0.022,1,2,9398.3e6,9882.4e6,8893.5e6
1529354951.908937832,204,0.191,0.018,1448,1500,536,1448,174,40916127350,28257132,814421,28257130,10004.4e6,0.022,1,2,10553.0e6,10363.6e6,8079.6e6
1529354951.938085823,204,0.196,0.028,1448,1500,536,1448,182,40942771998,28275537,814893,28275535,12130.4e6,0.022,0.75,2,10756.6e6,9424.5e6,9938.2e6
1529354951.969521381,204,0.19,0.034,1448,1500,536,1448,180,40971636430,28295472,815393,28295470,11739.5e6,0.022,1.25,2,10974.3e6,12161.1e6,10101.2e6
1529354951.999568050,204,0.191,0.027,1448,1500,536,1448,174,41000429910,28315317,815892,28315315,10151.6e6,0.022,1,2,10553.0e6,7887.1e6,9231.9e6
1529354952.029360202,204,0.182,0.03,1448,1500,536,1448,174,41028398030,28334667,816382,28334665,10007.1e6,0.022,1,2,11074.8e6,10366.5e6,9317.6e6
1529354952.057574800,204,0.174,0.026,1448,1500,536,1448,176,41055892654,28353657,816864,28353655,10342.9e6,0.022,1,2,11717.1e6,10714.3e6,9878.7e6
1529354952.091302307,204,0.181,0.021,1448,1500,536,1448,182,41086390430,28374762,817400,28374760,12337.4e6,0.022,1,2,11648.0e6,12780.5e6,8510.7e6
1529354952.122240335,204,0.201,0.019,1448,1500,536,1448,180,41113536086,28393482,817877,28393480,11584.0e6,0.022,1.25,2,10373.7e6,15000.0e6,8301.9e6
1529354952.152963754,204,0.178,0.032,1448,1500,536,1448,182,41142394726,28413417,818379,28413415,12349.0e6,0.022,1,2,11844.3e6,12792.5e6,10001.1e6
1529354952.182296159,204,0.188,0.023,1448,1500,536,1448,180,41169515766,28432137,818854,28432135,11356.9e6,0.022,1,2,11091.1e6,11764.7e6,7517.3e6
1529354952.212888502,204,0.216,0.075,1448,1500,536,1448,180,41199052070,28452567,819378,28452565,11510.7e6,0.022,1,2,9653.3e6,11924.1e6,3990.9e6
1529354952.242599588,204,0.27,0.096,1448,1500,536,1448,178,41226484430,28471467,819864,28471465,10879.6e6,0.022,1.25,2,7636.9e6,14087.8e6,5567.8e6
1529354952.274831206,204,0.197,0.016,1448,1500,536,1448,174,41255952678,28491807,820394,28491805,10154.8e6,0.022,1,2,10231.6e6,7889.6e6,8490.5e6
1529354952.304752621,204,0.181,0.029,1448,1500,536,1448,174,41286434526,28512822,820927,28512820,9821.2e6,0.022,1,2,11136.0e6,10173.9e6,9821.2e6
1529354952.335293484,204,0.23,0.038,1448,1500,536,1448,180,41313342710,28531452,821395,28531450,9447.1e6,0.022,0.75,2,9065.7e6,15297.0e6,6578.1e6
1529354952.367018970,204,0.195,0.015,1448,1500,536,1448,180,41342532942,28551612,821901,28551610,11714.2e6,0.022,1,2,10692.9e6,12134.8e6,9347.5e6
1529354952.397676320,204,0.317,0.121,1448,1500,536,1448,174,41370357710,28570827,822394,28570825,10024.6e6,0.022,1.25,2,6358.4e6,12980.8e6,6014.8e6
1529354952.428518219,204,0.18,0.023,1448,1500,536,1448,176,41396776470,28589097,822854,28589095,10642.2e6,0.022,1.25,2,11326.6e6,13780.5e6,8436.9e6
1529354952.458544765,204,0.212,0.048,1448,1500,536,1448,174,41426214310,28609437,823370,28609435,9761.1e6,0.022,1,2,9507.6e6,10111.7e6,9754.9e6
1529354952.488977774,204,0.175,0.023,1448,1500,536,1448,176,41453268742,28628112,823847,28628110,10664.6e6,0.022,1.25,2,11650.2e6,13809.5e6,9018.4e6
1529354952.521512041,204,0.236,0.12,1448,1500,536,1448,176,41483339358,28648812,824377,28648810,10444.6e6,0.022,1,2,8638.9e6,10819.7e6,10444.6e6
1529354952.551920195,204,0.265,0.086,1448,1500,536,1448,178,41514230990,28670187,824909,28670185,11144.1e6,0.022,1,2,7781.0e6,11544.3e6,4995.6e6
1529354952.581748130,204,0.193,0.013,1448,1500,536,1448,178,41539628910,28687692,825349,28687690,11279.2e6,0.022,1,2,10683.7e6,11684.2e6,9504.8e6
1529354952.611523652,204,0.251,0.076,1448,1500,536,1448,176,41568160302,28707402,825853,28707400,10569.3e6,0.022,1,2,8122.6e6,10948.9e6,9311.2e6
1529354952.641599739,204,0.188,0.033,1448,1500,536,1448,180,41594736894,28725762,826319,28725760,11688.4e6,0.022,1,2,11091.1e6,12108.1e6,9231.0e6
1529354952.671979615,204,0.168,0.017,1448,1500,536,1448,174,41622545734,28744977,826800,28744975,10136.0e6,0.022,1.25,2,11997.7e6,13125.0e6,9184.5e6
1529354952.705298577,204,0.174,0.013,1448,1500,536,1448,178,41653459086,28766352,827335,28766350,11041.0e6,0.022,1,2,11850.3e6,11437.5e6,10276.1e6
1529354952.735074905,204,0.199,0.052,1448,1500,536,1448,178,41682724614,28786512,827848,28786510,10907.0e6,0.022,1,2,10361.6e6,11298.7e6,9569.4e6
1529354952.765499351,204,0.169,0.046,1448,1500,536,1448,172,41711138718,28806132,828337,28806130,9579.1e6,0.022,1,2,11789.6e6,9923.1e6,9579.1e6
1529354952.794569579,204,0.388,0.205,1448,1500,536,1448,172,41741248430,28826967,828862,28826965,9447.1e6,0.022,1,2,5135.2e6,9786.4e6,3427.7e6
1529354952.823325412,204,0.239,0.057,1448,1500,536,1448,176,41768549022,28845777,829340,28845775,10296.9e6,0.022,1,2,8530.5e6,10666.7e6,6137.5e6
1529354952.855165860,204,0.192,0.019,1448,1500,536,1448,178,41795785902,28864632,829819,28864630,11281.1e6,0.022,1,2,10739.3e6,11686.3e6,9021.6e6
1529354952.884806213,204,0.361,0.176,1448,1500,536,1448,176,41823377542,28883622,830296,28883620,10340.5e6,0.022,1,2,5647.6e6,10711.9e6,4525.6e6
1529354952.914660143,204,0.208,0.088,1448,1500,536,1448,170,41849791958,28901892,830754,28901890,9035.5e6,0.022,1.25,2,9467.7e6,11700.0e6,4455.4e6
1529354952.945170356,204,0.184,0.025,1448,1500,536,1448,178,41878091670,28921512,831246,28921510,10872.7e6,0.022,1.25,2,11206.3e6,14078.9e6,8668.3e6
1529354952.971698864,204,0.188,0.044,1448,1500,536,1448,174,41903299902,28938837,831687,28938835,9872.7e6,0.022,1.25,2,10721.4e6,12784.1e6,7936.0e6
1529354953.001679934,204,0.272,0.129,1448,1500,536,1448,174,41929420374,28956927,832140,28956925,9754.9e6,0.022,1.25,2,7410.4e6,12631.6e6,3611.1e6
1529354953.029369505,204,0.209,0.03,1448,1500,536,1448,180,41955393150,28974882,832595,28974880,11489.8e6,0.022,1,2,9976.7e6,11902.4e6,6757.3e6
1529354953.058174753,204,0.172,0.016,1448,1500,536,1448,178,41982734286,28993782,833074,28993780,11116.9e6,0.022,0.75,2,11988.1e6,8637.1e6,7722.7e6
1529354953.089860831,204,0.185,0.018,1448,1500,536,1448,172,42012195294,29014077,833592,29014075,9340.0e6,0.022,1,2,10770.0e6,12094.2e6,8634.0e6
1529354953.120812762,204,0.22,0.044,1448,1500,536,1448,178,42041071310,29034057,834103,29034055,10996.4e6,0.022,0.75,2,9372.5e6,8543.5e6,7847.2e6
1529354953.151975655,204,0.3,0.076,1448,1500,536,1448,178,42069394190,29053542,834595,29053540,10876.6e6,0.022,1,2,6873.2e6,11267.2e6,1937.5e6
1529354953.183792361,204,0.189,0.026,1448,1500,536,1448,176,42099495214,29074377,835122,29074375,10443.6e6,0.022,1,2,10787.2e6,10818.7e6,9289.6e6
1529354953.213212030,204,0.192,0.056,1448,1500,536,1448,174,42125566454,29092377,835580,29092375,9960.8e6,0.022,0.75,2,10498.0e6,7738.9e6,9851.0e6
1529354953.244326697,204,0.191,0.064,1448,1500,536,1448,174,42153217462,29111502,836065,29111500,10166.8e6,0.022,1.25,2,10553.0e6,13164.9e6,7027.3e6
1529354953.274480478,204,0.254,0.075,1448,1500,536,1448,178,42181534550,29130987,836547,29130985,10818.1e6,0.022,1,2,8117.9e6,11206.6e6,3768.3e6
1529354953.304085570,204,0.215,0.044,1448,1500,536,1448,178,42208810526,29149842,837029,29149840,11279.2e6,0.022,1,2,9590.5e6,14605.3e6,10371.7e6
1529354953.334039746,204,0.187,0.02,1448,1500,536,1448,172,42234900590,29167842,837476,29167840,9441.0e6,0.022,1.25,2,10654.8e6,9780.0e6,8226.3e6
1529354953.360634032,204,0.167,0.021,1448,1500,536,1448,174,42258739014,29184312,837889,29184310,9782.0e6,0.022,1,2,12069.6e6,10133.3e6,8927.8e6
1529354953.390849935,204,0.186,0.025,1448,1500,536,1448,176,42285735526,29203032,838362,29203030,10740.1e6,0.022,1,2,10961.2e6,11125.8e6,6601.6e6
1529354953.420021994,204,0.245,0.087,1448,1500,536,1448,172,42313121550,29221932,838849,29221930,9662.8e6,0.022,1.25,2,8132.4e6,12512.2e6,7300.3e6
1529354953.452866906,204,0.226,0.1,1448,1500,536,1448,178,42340895638,29241102,839333,29241100,10128.4e6,0.022,1.25,2,9123.7e6,14094.0e6,3336.8e6
1529354953.481436175,204,0.17,0.031,1448,1500,536,1448,176,42368973806,29260452,839829,29260450,10642.2e6,0.022,1,2,11992.8e6,11024.4e6,9151.4e6
1529354953.513043848,204,0.18,0.024,1448,1500,536,1448,178,42396639294,29279622,840310,29279620,10957.8e6,0.022,0.75,2,11455.3e6,8513.5e6,7269.6e6
1529354953.542235269,204,0.184,0.015,1448,1500,536,1448,178,42424369942,29298702,840794,29298700,10824.4e6,0.022,1,2,11206.3e6,11213.1e6,6681.0e6
1529354953.577843001,204,0.194,0.034,1448,1500,536,1448,178,42456508302,29320932,841351,29320930,10940.4e6,0.022,1,2,10628.6e6,11333.3e6,8297.4e6
1529354953.611377847,204,0.57,0.429,1448,1500,536,1448,176,42485831750,29341223,841871,29341221,10498.0e6,0.022,1,2,3576.8e6,10875.0e6,1392.4e6
1529354953.642631387,204,0.217,0.095,1448,1500,536,1448,180,42518450846,29363682,842430,29363680,11490.6e6,0.022,1.25,2,9608.8e6,14879.0e6,10715.2e6
1529354953.674832604,204,0.196,0.036,1448,1500,536,1448,174,42545765918,29382582,842901,29382580,9770.3e6,0.022,1.25,2,10283.8e6,12651.5e6,8418.6e6
1529354953.704006791,204,0.209,0.015,1448,1500,536,1448,180,42573369142,29401617,843379,29401615,11379.0e6,0.022,1,2,9976.7e6,11787.6e6,7591.8e6
1529354953.735016315,204,0.19,0.017,1448,1500,536,1448,180,42601007118,29420697,843850,29420695,11486.7e6,0.022,1.25,2,10974.3e6,14873.9e6,8049.9e6
1529354953.765559046,204,0.18,0.07,1448,1500,536,1448,172,42626911838,29438607,844299,29438605,9677.8e6,0.022,1.25,2,11069.2e6,12531.6e6,7827.0e6
1529354953.795905778,204,0.308,0.137,1448,1500,536,1448,174,42655964510,29458677,844804,29458675,10069.2e6,0.022,1,2,6544.2e6,10430.8e6,2639.4e6
1529354953.826238473,204,0.185,0.019,1448,1500,536,1448,174,42684381510,29478252,845300,29478250,10001.5e6,0.022,1.25,2,10895.2e6,12950.8e6,7689.4e6
1529354953.854984683,204,0.179,0.019,1448,1500,536,1448,172,42710571486,29496342,845761,29496340,9532.7e6,0.022,1,2,11131.0e6,9875.0e6,5084.1e6
1529354953.885796641,204,0.186,0.055,1448,1500,536,1448,180,42737724382,29515152,846234,29515150,11584.0e6,0.022,1,2,11210.3e6,12000.0e6,9973.0e6
1529354953.914496303,204,0.197,0.061,1448,1500,536,1448,178,42764644150,29533737,846703,29533735,10940.4e6,0.022,1.25,2,10466.8e6,14166.7e6,10940.4e6
1529354953.947431623,204,0.326,0.187,1448,1500,536,1448,176,42796253990,29555562,847254,29555560,10669.5e6,0.022,0.75,2,6253.9e6,13815.8e6,1487.2e6
1529354953.979311851,204,0.186,0.016,1448,1500,536,1448,176,42824999686,29575407,847763,29575405,10725.9e6,0.022,0.75,2,10961.2e6,8333.3e6,9170.7e6
1529354954.011955785,204,0.201,0.055,1448,1500,536,1448,174,42855989782,29596782,848310,29596780,10171.3e6,0.022,1.25,2,10027.9e6,13170.7e6,4986.5e6
1529354954.042374045,204,0.255,0.085,1448,1500,536,1448,176,42887282510,29618382,848863,29618380,10699.7e6,0.022,1,2,7995.2e6,11084.0e6,5310.9e6
1529354954.071640811,204,0.221,0.096,1448,1500,536,1448,172,42914530974,29637237,849334,29637235,9427.4e6,0.022,0.75,2,9015.6e6,7324.5e6,7508.1e6
1529354954.102619644,204,0.23,0.075,1448,1500,536,1448,174,42942478822,29656497,849821,29656495,9870.9e6,0.022,1,2,8763.5e6,10225.4e6,3371.5e6
1529354954.132977861,204,0.188,0.026,1448,1500,536,1448,174,42971900734,29676837,850341,29676835,10168.2e6,0.022,1,2,10721.4e6,10533.3e6,9528.8e6
1529354954.165308273,204,0.233,0.05,1448,1500,536,1448,182,43001878678,29697582,850861,29697580,12289.1e6,0.022,1.25,2,9048.4e6,15913.0e6,9152.8e6
1529354954.197460409,204,0.19,0.053,1448,1500,536,1448,174,43033206158,29719227,851414,29719225,9770.9e6,0.022,1.25,2,10608.5e6,12652.2e6,8230.7e6
1529354954.229911044,204,0.165,0.026,1448,1500,536,1448,178,43061520350,29738712,851900,29738710,10836.6e6,0.022,1.25,2,12496.7e6,11571.4e6,6598.5e6
1529354954.261508706,204,0.175,0.05,1448,1500,536,1448,172,43090898822,29759052,852415,29759050,9576.1e6,0.022,1.25,2,11385.4e6,12400.0e6,9576.1e6
1529354954.293901246,204,0.192,0.015,1448,1500,536,1448,178,43121082382,29779887,852942,29779885,11113.1e6,0.022,1,2,10739.3e6,11512.2e6,9296.7e6
1529354954.326438596,204,0.212,0.115,1448,1500,536,1448,172,43149596398,29799552,853433,29799550,9559.6e6,0.022,1,2,9398.3e6,9902.9e6,8713.6e6
1529354954.355909675,204,0.235,0.114,1448,1500,536,1448,176,43178945910,29819892,853950,29819890,10476.7e6,0.022,1,2,8675.7e6,10852.9e6,4506.8e6
1529354954.386015437,204,0.187,0.015,1448,1500,536,1448,182,43207739390,29839737,854455,29839735,12149.1e6,0.022,0.75,2,11274.3e6,9439.0e6,9389.1e6
1529354954.415669183,204,0.18,0.021,1448,1500,536,1448,172,43236211414,29859402,854950,29859400,9561.4e6,0.022,1,2,11069.2e6,9904.8e6,9028.7e6
1529354954.445467630,204,0.205,0.038,1448,1500,536,1448,178,43263779886,29878437,855427,29878435,11167.8e6,0.022,1,2,10058.3e6,11568.9e6,9085.5e6
1529354954.474547051,204,0.17,0.015,1448,1500,536,1448,178,43291042830,29897247,855903,29897245,10806.0e6,0.022,1,2,12129.1e6,11194.0e6,9947.8e6
1529354954.507138099,204,0.193,0.019,1448,1500,536,1448,176,43320531350,29917632,856424,29917630,10692.9e6,0.022,1,2,10563.6e6,11076.9e6,8318.3e6
1529354954.537065012,204,0.194,0.021,1448,1500,536,1448,174,43349359582,29937567,856925,29937565,9952.5e6,0.022,1.25,2,10389.8e6,12887.3e6,9133.5e6
1529354954.566535126,204,0.198,0.054,1448,1500,536,1448,178,43379592374,29958447,857462,29958445,10830.6e6,0.022,1.25,2,10413.9e6,14024.4e6,5415.9e6
1529354954.599017694,204,0.179,0.035,1448,1500,536,1448,178,43406962470,29977347,857945,29977345,11167.8e6,0.022,1.25,2,11519.3e6,14461.1e6,6925.2e6
1529354954.627750641,204,0.178,0.045,1448,1500,536,1448,176,43436841950,29997957,858461,29997955,10288.4e6,0.022,1,2,11453.8e6,10657.9e6,10288.4e6
1529354954.657571783,204,0.267,0.161,1448,1500,536,1448,174,43464107790,30016767,858940,30016765,9787.6e6,0.022,1.25,2,7549.1e6,12673.8e6,7623.7e6
1529354954.686735748,204,0.326,0.198,1448,1500,536,1448,174,43493173494,30036837,859442,30036835,10073.0e6,0.022,1.25,2,6182.9e6,13043.5e6,3123.3e6
1529354954.717987034,204,0.181,0.043,1448,1500,536,1448,178,43520850566,30055962,859923,30055960,10940.4e6,0.022,1,2,11392.0e6,11333.3e6,10940.4e6
1529354954.750481972,204,0.171,0.017,1448,1500,536,1448,174,43550617102,30076527,860446,30076525,10189.1e6,0.022,0.75,2,11787.2e6,7916.2e6,9369.4e6
1529354954.779491538,204,0.197,0.021,1448,1500,536,1448,180,43579275918,30096327,860950,30096325,11352.3e6,0.022,1,2,10584.4e6,11760.0e6,9954.1e6
1529354954.810640692,204,0.198,0.032,1448,1500,536,1448,178,43607022494,30115452,861434,30115450,11197.9e6,0.022,1,2,10413.9e6,11600.0e6,9372.0e6
1529354954.841131038,204,0.18,0.029,1448,1500,536,1448,180,43636012902,30135522,861933,30135520,11584.0e6,0.022,1.25,2,11584.0e6,15000.0e6,9329.4e6
1529354954.870930724,204,0.192,0.083,1448,1500,536,1448,174,43663844910,30154692,862415,30154690,9852.4e6,0.022,1.25,2,10498.0e6,12757.7e6,8938.3e6
1529354954.905209471,204,0.197,0.018,1448,1500,536,1448,180,43694061774,30175617,862939,30175615,11775.5e6,0.022,1,2,10584.4e6,12198.3e6,9438.8e6
1529354954.937442903,204,0.181,0.024,1448,1500,536,1448,176,43726327558,30197892,863501,30197890,10686.0e6,0.022,1.25,2,11264.0e6,13837.2e6,9759.1e6
1529354954.970323461,204,0.204,0.055,1448,1500,536,1448,178,43756605238,30218727,864031,30218725,10878.9e6,0.022,1.25,2,10107.6e6,14087.0e6,8940.7e6
1529354954.999743046,204,0.271,0.125,1448,1500,536,1448,178,43784815174,30238257,864523,30238255,11306.0e6,0.022,1.25,2,7608.7e6,14640.0e6,4261.3e6
1529354955.029110224,204,0.237,0.149,1448,1500,536,1448,176,43810990670,30256302,864981,30256300,10318.0e6,0.022,1.25,2,8602.5e6,10688.5e6,8486.0e6
1529354955.060897176,204,0.201,0.03,1448,1500,536,1448,182,43841181470,30277182,865506,30277180,12289.1e6,0.022,1,2,10489.0e6,9547.8e6,6389.4e6
1529354955.094171660,204,0.306,0.143,1448,1500,536,1448,176,43869974950,30297072,866011,30297070,10193.9e6,0.022,1,2,6662.7e6,13846.2e6,3281.6e6
1529354955.122881035,204,0.187,0.047,1448,1500,536,1448,176,43899418582,30317412,866527,30317410,10458.7e6,0.022,0.75,2,10902.6e6,8125.7e6,9199.1e6
1529354955.155741446,204,0.191,0.013,1448,1500,536,1448,180,43926940718,30336447,867004,30336445,11748.3e6,0.022,1.25,2,10916.9e6,15212.8e6,6348.9e6
1529354955.187704777,204,0.219,0.095,1448,1500,536,1448,174,43959908782,30359172,867580,30359170,9797.1e6,0.022,1.25,2,9203.7e6,12686.2e6,9638.6e6
1529354955.218031731,204,0.198,0.038,1448,1500,536,1448,176,43985904726,30377172,868029,30377170,10425.6e6,0.022,1.25,2,10296.9e6,13500.0e6,8193.6e6
1529354955.249208964,204,0.204,0.106,1448,1500,536,1448,174,44014882102,30397107,868541,30397105,9772.0e6,0.022,1.25,2,9880.5e6,12653.6e6,8289.5e6
1529354955.279635376,204,0.321,0.163,1448,1500,536,1448,174,44044980230,30417897,869063,30417895,9880.5e6,0.022,1.25,2,6279.2e6,12794.1e6,1845.2e6
1529354955.311438967,204,0.181,0.031,1448,1500,536,1448,178,44072647166,30437067,869541,30437065,10961.2e6,0.022,1,2,11392.0e6,11354.8e6,9048.2e6
1529354955.340771052,204,0.2,0.027,1448,1500,536,1448,178,44100635558,30456372,870031,30456370,10897.5e6,0.022,1.25,2,10309.8e6,14111.1e6,7365.1e6
1529354955.371657424,204,0.179,0.022,1448,1500,536,1448,180,44129901086,30476577,870544,30476575,11584.0e6,0.022,1.25,2,11648.7e6,15000.0e6,10398.2e6
1529354955.405018922,204,0.237,0.082,1448,1500,536,1448,176,44158855294,30496512,871054,30496510,10596.7e6,0.022,1,2,8602.5e6,10977.3e6,6941.9e6
1529354955.434320886,204,0.196,0.01,1448,1500,536,1448,176,44186788662,30515907,871540,30515905,10383.6e6,0.022,1,2,10402.0e6,10756.5e6,8599.2e6
1529354955.464086657,204,0.409,0.166,1448,1500,536,1448,182,44214265910,30534807,872020,30534805,12096.6e6,0.022,1,2,5154.7e6,12531.0e6,1118.6e6
1529354955.495937414,204,0.228,0.064,1448,1500,536,1448,176,44241511478,30553617,872494,30553615,10470.2e6,0.022,1,2,8942.0e6,10846.2e6,5258.0e6
1529354955.526966191,204,0.193,0.02,1448,1500,536,1448,174,44273334174,30575622,873045,30575620,9816.9e6,0.022,1.25,2,10443.6e6,12711.9e6,7338.6e6
1529354955.558296287,204,0.165,0.017,1448,1500,536,1448,180,44300639110,30594477,873517,30594475,11371.4e6,0.022,1,2,12637.1e6,11779.8e6,8343.2e6
1529354955.586311070,204,0.176,0.013,1448,1500,536,1448,180,44329232766,30614277,874017,30614275,11685.6e6,0.022,1.25,2,11847.3e6,15131.6e6,9506.9e6
1529354955.615658692,204,0.227,0.068,1448,1500,536,1448,176,44357610670,30633807,874507,30633805,10697.8e6,0.022,1,2,8981.4e6,11082.0e6,7434.5e6
1529354955.643838711,204,0.215,0.071,1448,1500,536,1448,176,44383725350,30651852,874959,30651850,11184.6e6,0.022,1.25,2,9482.7e6,13768.7e6,11184.6e6
1529354955.674213694,204,0.222,0.095,1448,1500,536,1448,174,44412026510,30671382,875448,30671380,10039.5e6,0.022,1.25,2,9079.4e6,13000.0e6,5685.4e6
