ts, Backlog in Bytes, Backlog in packets
1531193003.114428254,882,11
1531193003.219640015,940,12
1531193003.324890374,784,10
1531193003.430057203,820,10
1531193003.535269182,612,8
1531193003.640486742,66,1
1531193003.745694620,132,2
1531193003.850877705,616,8
1531193003.956095014,570,7
1531193004.061300865,488,6
1531193004.166531542,836,10
1531193004.271750986,616,8
1531193004.377012905,668,8
1531193004.482199051,824,10
1531193004.587422695,698,9
1531193004.692658073,714,9
1531193004.797788569,702,9
1531193004.902972202,624,8
1531193005.008196748,698,9
1531193005.113432872,738,9
1531193005.218665902,752,10
1531193005.323929899,1112,14
1531193005.429176689,1066,13
1531193005.534353824,716,10
1531193005.639593031,714,9
1531193005.744854035,866,11
1531193005.850063562,898,11
1531193005.955287219,816,10
1531193006.060501500,566,7
1531193006.165669265,792,10
1531193006.270877745,792,10
1531193006.376082804,730,9
1531193006.481280114,628,8
1531193006.586493680,578,7
1531193006.691751313,828,10
1531193006.797139103,718,9
1531193006.902341406,788,10
1531193007.007571972,858,11
1531193007.112801811,464,6
1531193007.218017522,604,8
1531193007.323236231,1016,12
1531193007.428453312,1072,12
1531193007.533673069,984,12
1531193007.638869391,884,10
1531193007.744116481,954,11
1531193007.849347856,992,12
1531193007.954546419,898,11
1531193008.059733812,768,10
1531193008.164977400,1106,13
1531193008.270203166,892,12
1531193008.375410964,784,10
1531193008.480642862,1008,12
1531193008.585834160,1066,13
1531193008.690991717,704,8
1531193008.796192676,706,9
1531193008.901383751,654,9
1531193009.006569487,656,8
1531193009.111757427,722,9
1531193009.216983881,772,10
1531193009.322166806,760,10
1531193009.427367912,686,9
1531193009.532531003,926,11
1531193009.637692676,894,11
1531193009.742903754,664,8
1531193009.848111659,846,11
1531193009.953282816,928,12
1531193010.058504548,952,12
1531193010.163708367,550,7
1531193010.268948561,734,9
1531193010.374081509,664,8
1531193010.479281078,628,8
1531193010.584469373,1046,13
1531193010.689699067,816,10
1531193010.794858041,620,8
1531193010.900103357,600,8
1531193011.005313215,686,9
1531193011.110515723,628,8
1531193011.215689436,830,11
1531193011.320917738,562,7
1531193011.426064198,860,10
1531193011.531283993,824,10
1531193011.636485289,848,10
1531193011.741663290,722,9
1531193011.846832595,738,9
1531193011.952072652,596,8
1531193012.057262354,648,8
1531193012.162464990,742,9
1531193012.267684770,714,9
1531193012.372927580,744,10
1531193012.478067812,738,9
1531193012.583225476,938,11
1531193012.688397001,654,9
1531193012.793605160,772,10
1531193012.898774396,792,10
1531193013.003981609,750,9
1531193013.109165761,702,9
1531193013.214372729,604,8
1531193013.319605963,772,10
1531193013.424872267,676,8
1531193013.530056171,850,11
1531193013.635263983,718,9
1531193013.740523467,726,9
1531193013.845716165,608,8
1531193013.950916515,652,8
1531193014.056109589,780,10
1531193014.161330416,464,6
1531193014.266544093,666,9
1531193014.371732615,694,9
1531193014.477002261,730,9
1531193014.582176836,706,9
1531193014.687444600,816,10
1531193014.792634991,550,7
1531193014.897850884,764,10
1531193015.003025602,706,9
1531193015.108244989,852,10
1531193015.213425338,772,10
1531193015.318618796,814,11
1531193015.423805032,846,11
1531193015.529063089,898,11
1531193015.634244488,608,8
1531193015.739491108,768,10
1531193015.844733584,710,9
1531193015.949903226,644,8
1531193016.055121580,992,12
1531193016.160395476,772,10
1531193016.265558024,776,10
1531193016.370795030,858,11
1531193016.476010894,682,9
1531193016.581252171,706,9
1531193016.686453300,608,8
1531193016.791678863,774,9
1531193016.896921328,574,7
1531193017.002137006,714,9
1531193017.107315012,1050,13
1531193017.212540146,636,8
1531193017.317727629,710,9
1531193017.422913025,750,9
1531193017.528097055,776,10
1531193017.633334482,764,10
1531193017.738549295,796,10
1531193017.843808749,600,8
1531193017.949043677,846,11
1531193018.054245765,648,8
1531193018.159445182,768,10
1531193018.264703119,722,9
1531193018.369865148,602,7
1531193018.475081237,628,8
1531193018.580306260,686,9
1531193018.685514426,628,8
1531193018.790722840,550,7
1531193018.895948010,672,8
1531193019.001182184,740,10
1531193019.106401474,914,11
1531193019.211634931,862,11
1531193019.316914828,644,8
1531193019.422110808,588,8
1531193019.527332267,660,8
1531193019.632555690,624,8
1531193019.737802218,710,9
1531193019.843032885,742,9
1531193019.948261680,596,8
1531193020.053439125,696,8
1531193020.158645144,744,10
1531193020.263833074,838,11
1531193020.369077228,550,7
1531193020.474285655,890,11
1531193020.579510740,768,10
1531193020.684718498,588,8
1531193020.789889323,628,8
1531193020.895089170,820,10
1531193021.000293781,922,11
1531193021.105487165,648,8
1531193021.210709215,640,8
1531193021.315895732,588,8
1531193021.421162780,878,11
1531193021.526366579,800,10
1531193021.631594510,788,10
1531193021.736840507,732,10
1531193021.842038893,718,9
1531193021.947192171,668,8
1531193022.052436442,706,9
1531193022.157606042,636,8
1531193022.262814004,534,7
1531193022.367991657,730,9
1531193022.473240290,770,9
1531193022.578432221,768,10
1531193022.683645526,616,8
1531193022.788860463,784,10
1531193022.894093055,878,11
1531193022.999271311,914,11
1531193023.104491883,702,9
1531193023.209633145,704,8
1531193023.314842049,914,11
1531193023.420036185,464,6
1531193023.525255444,808,10
1531193023.630458884,640,8
1531193023.735706732,624,8
1531193023.840934235,664,8
1531193023.946102063,772,10
1531193024.051255661,912,12
1531193024.156458060,648,8
1531193024.261627320,576,8
1531193024.366804614,792,10
1531193024.472013001,944,12
1531193024.577236438,464,6
1531193024.682402229,750,9
1531193024.787625516,898,11
1531193024.892878988,1124,14
1531193024.998102050,696,8
1531193025.103265274,706,9
1531193025.208500589,496,6
1531193025.313649449,792,10
1531193025.418828057,1208,14
1531193025.524021431,766,9
1531193025.629268508,870,11
1531193025.734454671,644,8
1531193025.839704234,66,1
1531193025.944913616,0,0
1531193026.050107080,1020,12
1531193026.155309528,698,9
1531193026.260528160,844,10
1531193026.365731545,780,10
1531193026.470890251,636,8
1531193026.576119037,754,9
1531193026.681352589,742,9
1531193026.786550637,702,9
1531193026.891745799,1168,14
1531193026.996987221,780,10
1531193027.102202321,608,8
1531193027.207410634,1118,13
1531193027.312691790,894,11
1531193027.417892955,562,7
1531193027.523102918,686,9
1531193027.628322759,878,11
1531193027.733508793,546,7
1531193027.838762099,820,10
1531193027.944006124,758,9
1531193028.049269158,788,10
1531193028.154467243,926,11
1531193028.259709916,730,9
1531193028.364955155,800,10
1531193028.470167978,796,10
1531193028.575355946,816,10
1531193028.680628167,662,9
1531193028.785858054,624,8
1531193028.891052449,696,10
1531193028.996258838,766,9
1531193029.101455172,714,9
1531193029.206652846,722,9
1531193029.311874391,694,9
1531193029.417163935,702,9
1531193029.522370059,706,9
1531193029.627626331,954,11
1531193029.732881320,714,9
1531193029.838066511,960,12
1531193029.943277350,948,12
1531193030.048497615,932,12
1531193030.153700543,744,10
1531193030.258896697,734,9
1531193030.364131393,906,11
1531193030.469337635,1K,13
1531193030.574505565,1K,12
1531193030.679725009,808,10
1531193030.784949740,1018,13
1531193030.890129842,706,9
1531193030.995359831,734,9
1531193031.100630518,1140,14
1531193031.205836235,1000,12
1531193031.311024690,668,8
1531193031.416211820,686,9
1531193031.521439853,628,8
1531193031.626636487,644,8
1531193031.731879998,742,9
1531193031.837110672,714,9
1531193031.942286257,808,10
1531193032.047503174,386,5
1531193032.152762209,648,8
1531193032.257971651,832,10
1531193032.363193189,652,8
1531193032.468413529,788,10
1531193032.573585407,746,9
1531193032.678794136,604,8
1531193032.784077334,784,10
1531193032.889301633,800,10
1531193032.994529695,816,10
1531193033.099742838,760,10
1531193033.205021255,644,8
1531193033.310197097,854,11
1531193033.415406190,628,8
1531193033.520654407,752,10
1531193033.625840934,882,11
1531193033.731046417,878,11
1531193033.836278901,624,8
1531193033.941472158,978,11
1531193034.046686661,890,11
1531193034.151869576,688,8
1531193034.257094272,792,10
1531193034.362322902,1054,13
1531193034.467511811,952,12
1531193034.572771665,1002,13
1531193034.677963589,1096,12
1531193034.783179334,1114,13
1531193034.888396076,522,7
1531193034.993568472,824,10
1531193035.098748307,1050,13
1531193035.203960764,730,9
1531193035.309180774,654,9
1531193035.414369318,960,12
1531193035.519566006,820,10
1531193035.624771571,866,11
1531193035.729946812,986,13
1531193035.835156257,984,12
1531193035.940375788,928,12
1531193036.045557513,656,8
1531193036.150793777,444,6
1531193036.256030098,628,8
1531193036.361264208,936,12
1531193036.466468759,640,8
1531193036.571716280,604,8
1531193036.676962719,826,11
1531193036.782133972,754,9
1531193036.887323955,628,8
1531193036.992526384,738,9
1531193037.097695486,804,10
1531193037.202892846,866,11
1531193037.308086818,800,10
1531193037.413315735,650,9
1531193037.518539031,628,8
1531193037.623760930,632,8
1531193037.729004264,842,11
1531193037.834209478,832,10
1531193037.939402608,654,9
1531193038.044640930,824,10
1531193038.149801859,910,11
1531193038.254984330,628,8
1531193038.360166995,784,10
1531193038.465369330,738,9
1531193038.570544402,666,9
1531193038.675756335,750,9
1531193038.780948435,628,8
1531193038.886124668,816,10
1531193038.991301876,706,9
1531193039.096491300,992,12
1531193039.201635322,940,12
1531193039.306833140,816,10
1531193039.412051314,854,11
1531193039.517306720,788,10
1531193039.622493965,510,7
1531193039.727736385,66,1
1531193039.832974808,66,1
1531193039.938156002,792,10
1531193040.043340661,894,11
1531193040.148535171,1110,13
1531193040.253741179,792,10
1531193040.358916516,562,7
1531193040.464165093,732,10
1531193040.569396522,620,8
1531193040.674561778,834,11
1531193040.779799536,538,7
1531193040.885042526,792,10
1531193040.990243021,542,7
1531193041.095450726,768,10
1531193041.200705061,908,12
1531193041.305915112,628,8
1531193041.411121414,706,9
1531193041.516346769,636,8
1531193041.621548141,616,8
1531193041.726732687,816,10
1531193041.831960603,738,9
1531193041.937217653,690,9
1531193042.042401320,710,9
1531193042.147723372,820,10
1531193042.252984797,886,11
1531193042.358208701,824,10
1531193042.463474674,792,10
1531193042.568739397,1210,15
1531193042.673907144,702,9
1531193042.779173574,926,11
1531193042.884401100,878,11
1531193042.989616183,824,10
1531193043.094824489,890,11
1531193043.200075937,516,6
1531193043.305316715,500,6
1531193043.410525911,686,9
1531193043.515769951,710,9
1531193043.621040969,690,9
1531193043.726265104,550,7
1531193043.831459848,596,8
1531193043.936763165,776,10
1531193044.041990814,792,10
1531193044.147183779,664,8
1531193044.252413587,852,10
1531193044.357630495,628,8
1531193044.462922399,558,7
1531193044.568151617,742,9
1531193044.673376594,710,9
1531193044.778611846,588,8
1531193044.883894128,644,8
1531193044.989133132,780,10
1531193045.094344415,914,11
1531193045.199616730,644,8
1531193045.304882756,586,7
1531193045.410106159,772,10
1531193045.515354753,928,12
1531193045.620562895,1K,12
1531193045.725787822,762,9
1531193045.830993883,848,10
1531193045.936194342,1K,13
1531193046.041422566,868,10
1531193046.146627097,964,12
1531193046.251823699,876,10
1531193046.357050834,1008,12
1531193046.462250580,530,7
1531193046.567472907,522,7
1531193046.672713308,806,9
1531193046.777889167,800,10
1531193046.883105202,776,10
1531193046.988299728,780,10
1531193047.093502451,886,11
1531193047.198763158,632,8
1531193047.303960942,854,11
1531193047.409185504,818,11
1531193047.514400046,592,8
1531193047.619616654,608,8
1531193047.724907389,616,8
1531193047.830103524,780,10
1531193047.935293589,850,11
1531193048.040519646,702,9
1531193048.145726291,870,11
1531193048.250870968,812,10
1531193048.356118102,890,11
1531193048.461320892,534,7
1531193048.566537605,882,11
1531193048.671766519,742,9
1531193048.776983098,792,10
1531193048.882154890,674,9
1531193048.987417404,702,9
1531193049.092679170,644,8
1531193049.197888058,594,7
1531193049.303149914,530,7
1531193049.408390927,492,6
1531193049.513588589,874,11
1531193049.618771738,882,11
1531193049.723999411,674,9
1531193049.829278764,914,11
1531193049.934469661,660,8
1531193050.039765780,714,9
1531193050.145003704,734,9
1531193050.250177885,796,10
1531193050.355380026,578,7
